Study ID,PMID,Graft Type,Title,,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Link
Xie (2015),24748500,BPTB,"Increased incidence of osteoarthritis of knee joint after ACL reconstruction with bone-patellar tendon-bone autografts than hamstring autografts: a meta-analysis of 1,443 patients at a minimum of 5 years",Xie (2015),"Xie X, Xiao Z, Li Q, Zhu B, Chen J, Chen H, Yang F, Chen Y, Lai Q, Liu X.",Eur J Orthop Surg Traumatol. 2015 Jan;25(1):149-59. doi: 10.1007/s00590-014-1459-3. Epub 2014 Apr 21.,Xie X,Eur J Orthop Surg Traumatol,2015,4/22/2014,,,10.1007/s00590-014-1459-3,Xie (2015)
Gokeler (2014),23812438,QT,Quadriceps function following ACL reconstruction and rehabilitation: implications for optimisation of current practices,Gokeler (2014),"Gokeler A, Bisschop M, Benjaminse A, Myer GD, Eppinga P, Otten E.",Knee Surg Sports Traumatol Arthrosc. 2014 May;22(5):1163-74. doi: 10.1007/s00167-013-2577-x. Epub 2013 Jun 28.,Gokeler A,Knee Surg Sports Traumatol Arthrosc,2014,7/2/2013,,,10.1007/s00167-013-2577-x,Gokeler (2014)
Leiter (2014),23595537,HT,Long-term follow-up of ACL reconstruction with hamstring autograft,Leiter (2014),"Leiter JR, Gourlay R, McRae S, de Korompay N, MacDonald PB.",Knee Surg Sports Traumatol Arthrosc. 2014 May;22(5):1061-9. doi: 10.1007/s00167-013-2466-3. Epub 2013 Apr 18.,Leiter JR,Knee Surg Sports Traumatol Arthrosc,2014,4/19/2013,,,10.1007/s00167-013-2466-3,Leiter (2014)
Rabuck (2013),23177469,QT,Anatomic anterior cruciate ligament reconstruction with quadriceps tendon autograft,Rabuck (2013),"Rabuck SJ, Musahl V, Fu FH, West RV.",Clin Sports Med. 2013 Jan;32(1):155-64. doi: 10.1016/j.csm.2012.08.014. Epub 2012 Oct 13.,Rabuck SJ,Clin Sports Med,2013,11/27/2012,,,10.1016/j.csm.2012.08.014,Rabuck (2013)
Mulford (2013),23007413,QT,Outcomes for primary anterior cruciate reconstruction with the quadriceps autograft: a systematic review,Mulford (2013),"Mulford JS, Hutchinson SE, Hang JR.",Knee Surg Sports Traumatol Arthrosc. 2013 Aug;21(8):1882-8. doi: 10.1007/s00167-012-2212-2. Epub 2012 Sep 25.,Mulford JS,Knee Surg Sports Traumatol Arthrosc,2013,9/26/2012,,,10.1007/s00167-012-2212-2,Mulford (2013)
Mulford (2013),23007413,HT,Outcomes for primary anterior cruciate reconstruction with the quadriceps autograft: a systematic review,Mulford (2013),"Mulford JS, Hutchinson SE, Hang JR.",Knee Surg Sports Traumatol Arthrosc. 2013 Aug;21(8):1882-8. doi: 10.1007/s00167-012-2212-2. Epub 2012 Sep 25.,Mulford JS,Knee Surg Sports Traumatol Arthrosc,2013,9/26/2012,,,10.1007/s00167-012-2212-2,Mulford (2013)
Han (2012),22560484,HT,Intratunnel versus extratunnel fixation of hamstring autograft for anterior cruciate ligament reconstruction,Han (2012),"Han DL, Nyland J, Kendzior M, Nawab A, Caborn DN.",Arthroscopy. 2012 Oct;28(10):1555-66. doi: 10.1016/j.arthro.2012.02.021. Epub 2012 May 4.,Han DL,Arthroscopy,2012,5/8/2012,,,10.1016/j.arthro.2012.02.021,Han (2012)
Shi (2011),22340342,HT,Knee function after anterior cruciate ligament reconstruction with patellar or hamstring tendon: a meta-analysis,Shi (2011),"Shi DL, Yao ZJ.",Chin Med J (Engl). 2011 Dec;124(23):4056-62.,Shi DL,Chin Med J (Engl),2011,2/21/2012,,,,Shi (2011)
Shi (2011),22340342,BPTB,Knee function after anterior cruciate ligament reconstruction with patellar or hamstring tendon: a meta-analysis,Shi (2011),"Shi DL, Yao ZJ.",Chin Med J (Engl). 2011 Dec;124(23):4056-62.,Shi DL,Chin Med J (Engl),2011,2/21/2012,,,,Shi (2011)
Mohtadi (2011),21901700,HT,Patellar tendon versus hamstring tendon autograft for anterior cruciate ligament rupture in adults,Mohtadi (2011),"Mohtadi NG, Chan DS, Dainty KN, Whelan DB.",Cochrane Database Syst Rev. 2011 Sep 7;2011(9):CD005960. doi: 10.1002/14651858.CD005960.pub2.,Mohtadi NG,Cochrane Database Syst Rev,2011,9/9/2011,PMC6465162,,10.1002/14651858.CD005960.pub2,Mohtadi (2011)
Mohtadi (2011),21901700,BPTB,Patellar tendon versus hamstring tendon autograft for anterior cruciate ligament rupture in adults,Mohtadi (2011),"Mohtadi NG, Chan DS, Dainty KN, Whelan DB.",Cochrane Database Syst Rev. 2011 Sep 7;2011(9):CD005960. doi: 10.1002/14651858.CD005960.pub2.,Mohtadi NG,Cochrane Database Syst Rev,2011,9/9/2011,PMC6465162,,10.1002/14651858.CD005960.pub2,Mohtadi (2011)
Wright (2011),21776554,HT,Ipsilateral graft and contralateral ACL rupture at five years or more following ACL reconstruction: a systematic review,Wright (2011),"Wright RW, Magnussen RA, Dunn WR, Spindler KP.",J Bone Joint Surg Am. 2011 Jun 15;93(12):1159-65. doi: 10.2106/JBJS.J.00898.,Wright RW,J Bone Joint Surg Am,2011,7/22/2011,PMC3110421,,10.2106/JBJS.J.00898,Wright (2011)
Noyes (2011),21553794,BPTB,Anterior cruciate ligament graft placement recommendations and bone-patellar tendon-bone graft indications to restore knee stability,Noyes (2011),"Noyes FR, Barber-Westin SD.",Instr Course Lect. 2011;60:499-521.,Noyes FR,Instr Course Lect,2011,5/11/2011,,,,Noyes (2011)
Hammoud (2010),21079509,HT,Outcomes of posterior cruciate ligament treatment: a review of the evidence,Hammoud (2010),"Hammoud S, Reinhardt KR, Marx RG.",Sports Med Arthrosc Rev. 2010 Dec;18(4):280-91. doi: 10.1097/JSA.0b013e3181eaf8b4.,Hammoud S,Sports Med Arthrosc Rev,2010,11/17/2010,,,10.1097/JSA.0b013e3181eaf8b4,Hammoud (2010)
Colvin (2011),21063817,HT,What is the best femoral fixation of hamstring autografts in anterior cruciate ligament reconstruction?: a meta-analysis,Colvin (2011),"Colvin A, Sharma C, Parides M, Glashow J.",Clin Orthop Relat Res. 2011 Apr;469(4):1075-81. doi: 10.1007/s11999-010-1662-4.,Colvin A,Clin Orthop Relat Res,2011,11/11/2010,PMC3048246,,10.1007/s11999-010-1662-4,Colvin (2011)
Frosch (2010),21035009,HT,Outcomes and risks of operative treatment of rupture of the anterior cruciate ligament in children and adolescents,Frosch (2010),"Frosch KH, Stengel D, Brodhun T, Stietencron I, Holsten D, Jung C, Reister D, Voigt C, Niemeyer P, Maier M, Hertel P, Jagodzinski M, Lill H.",Arthroscopy. 2010 Nov;26(11):1539-50. doi: 10.1016/j.arthro.2010.04.077.,Frosch KH,Arthroscopy,2010,11/2/2010,,,10.1016/j.arthro.2010.04.077,Frosch (2010)
Frosch (2010),21035009,BPTB,Outcomes and risks of operative treatment of rupture of the anterior cruciate ligament in children and adolescents,Frosch (2010),"Frosch KH, Stengel D, Brodhun T, Stietencron I, Holsten D, Jung C, Reister D, Voigt C, Niemeyer P, Maier M, Hertel P, Jagodzinski M, Lill H.",Arthroscopy. 2010 Nov;26(11):1539-50. doi: 10.1016/j.arthro.2010.04.077.,Frosch KH,Arthroscopy,2010,11/2/2010,,,10.1016/j.arthro.2010.04.077,Frosch (2010)
Magnussen (2011),20953764,HT,Does autograft choice determine intermediate-term outcome of ACL reconstruction?,Magnussen (2011),"Magnussen RA, Carey JL, Spindler KP.",Knee Surg Sports Traumatol Arthrosc. 2011 Mar;19(3):462-72. doi: 10.1007/s00167-010-1277-z. Epub 2010 Oct 15.,Magnussen RA,Knee Surg Sports Traumatol Arthrosc,2011,10/19/2010,PMC3745218,NIHMS474171,10.1007/s00167-010-1277-z,Magnussen (2011)
Magnussen (2011),20953764,BPTB,Does autograft choice determine intermediate-term outcome of ACL reconstruction?,Magnussen (2011),"Magnussen RA, Carey JL, Spindler KP.",Knee Surg Sports Traumatol Arthrosc. 2011 Mar;19(3):462-72. doi: 10.1007/s00167-010-1277-z. Epub 2010 Oct 15.,Magnussen RA,Knee Surg Sports Traumatol Arthrosc,2011,10/19/2010,PMC3745218,NIHMS474171,10.1007/s00167-010-1277-z,Magnussen (2011)
Li (2011),20850327,HT,A meta-analysis of hamstring autografts versus bone-patellar tendon-bone autografts for reconstruction of the anterior cruciate ligament,Li (2011),"Li S, Su W, Zhao J, Xu Y, Bo Z, Ding X, Wei Q.",Knee. 2011 Oct;18(5):287-93. doi: 10.1016/j.knee.2010.08.002. Epub 2010 Sep 17.,Li S,Knee,2011,9/21/2010,,,10.1016/j.knee.2010.08.002,Li (2011)
Li (2011),20850327,BPTB,A meta-analysis of hamstring autografts versus bone-patellar tendon-bone autografts for reconstruction of the anterior cruciate ligament,Li (2011),"Li S, Su W, Zhao J, Xu Y, Bo Z, Ding X, Wei Q.",Knee. 2011 Oct;18(5):287-93. doi: 10.1016/j.knee.2010.08.002. Epub 2010 Sep 17.,Li S,Knee,2011,9/21/2010,,,10.1016/j.knee.2010.08.002,Li (2011)
Nyland (2010),20810081,BPTB,Osseous deficits after anterior cruciate ligament injury and reconstruction: a systematic literature review with suggestions to improve osseous homeostasis,Nyland (2010),"Nyland J, Fisher B, Brand E, Krupp R, Caborn DN.",Arthroscopy. 2010 Sep;26(9):1248-57. doi: 10.1016/j.arthro.2010.03.017.,Nyland J,Arthroscopy,2010,9/3/2010,,,10.1016/j.arthro.2010.03.017,Nyland (2010)
Teske (2010),20734024,HT,[Rupture of the anterior cruciate ligament. Diagnostics and therapy],Teske (2010),"Teske W, Anastisiadis A, Lichtinger T, von Schulze Pellengahr C, von Engelhardt LV, Theodoridis T.",Orthopade. 2010 Sep;39(9):883-898; quiz 899. doi: 10.1007/s00132-010-1670-9.,Teske W,Orthopade,2010,8/25/2010,,,10.1007/s00132-010-1670-9,Teske (2010)
Alentorn-Geli (2010),19902178,BPTB,The transtibial versus the anteromedial portal technique in the arthroscopic bone-patellar tendon-bone anterior cruciate ligament reconstruction,Alentorn-Geli (2010),"Alentorn-Geli E, Lajara F, Samitier G, Cugat R.",Knee Surg Sports Traumatol Arthrosc. 2010 Aug;18(8):1013-37. doi: 10.1007/s00167-009-0964-0. Epub 2009 Nov 10.,Alentorn-Geli E,Knee Surg Sports Traumatol Arthrosc,2010,11/11/2009,,,10.1007/s00167-009-0964-0,Alentorn-Geli (2010)
Biau (2009),19709991,HT,Patellar tendon versus hamstring tendon autografts for reconstructing the anterior cruciate ligament: a meta-analysis based on individual patient data,Biau (2009),"Biau DJ, Katsahian S, Kartus J, Harilainen A, Feller JA, Sajovic M, Ejerhed L, Zaffagnini S, Röpke M, Nizard R.",Am J Sports Med. 2009 Dec;37(12):2470-8. doi: 10.1177/0363546509333006. Epub 2009 Aug 25.,Biau DJ,Am J Sports Med,2009,8/28/2009,,,10.1177/0363546509333006,Biau (2009)
Biau (2009),19709991,BPTB,Patellar tendon versus hamstring tendon autografts for reconstructing the anterior cruciate ligament: a meta-analysis based on individual patient data,Biau (2009),"Biau DJ, Katsahian S, Kartus J, Harilainen A, Feller JA, Sajovic M, Ejerhed L, Zaffagnini S, Röpke M, Nizard R.",Am J Sports Med. 2009 Dec;37(12):2470-8. doi: 10.1177/0363546509333006. Epub 2009 Aug 25.,Biau DJ,Am J Sports Med,2009,8/28/2009,,,10.1177/0363546509333006,Biau (2009)
Ilahi (2009),19476176,HT,Intra-tunnel fixation versus extra-tunnel fixation of hamstring anterior cruciate ligament reconstruction: a meta-analysis,Ilahi (2009),"Ilahi OA, Nolla JM, Ho DM.",J Knee Surg. 2009 Apr;22(2):120-9. doi: 10.1055/s-0030-1247736.,Ilahi OA,J Knee Surg,2009,5/30/2009,,,10.1055/s-0030-1247736,Ilahi (2009)
Ilahi (2009),19476176,BPTB,Intra-tunnel fixation versus extra-tunnel fixation of hamstring anterior cruciate ligament reconstruction: a meta-analysis,Ilahi (2009),"Ilahi OA, Nolla JM, Ho DM.",J Knee Surg. 2009 Apr;22(2):120-9. doi: 10.1055/s-0030-1247736.,Ilahi OA,J Knee Surg,2009,5/30/2009,,,10.1055/s-0030-1247736,Ilahi (2009)
Lewis (2008),18757764,HT,Systematic review of single-bundle anterior cruciate ligament reconstruction outcomes: a baseline assessment for consideration of double-bundle techniques,Lewis (2008),"Lewis PB, Parameswaran AD, Rue JP, Bach BR Jr.",Am J Sports Med. 2008 Oct;36(10):2028-36. doi: 10.1177/0363546508322892. Epub 2008 Aug 29.,Lewis PB,Am J Sports Med,2008,9/2/2008,,,10.1177/0363546508322892,Lewis (2008)
Lewis (2008),18757764,BPTB,Systematic review of single-bundle anterior cruciate ligament reconstruction outcomes: a baseline assessment for consideration of double-bundle techniques,Lewis (2008),"Lewis PB, Parameswaran AD, Rue JP, Bach BR Jr.",Am J Sports Med. 2008 Oct;36(10):2028-36. doi: 10.1177/0363546508322892. Epub 2008 Aug 29.,Lewis PB,Am J Sports Med,2008,9/2/2008,,,10.1177/0363546508322892,Lewis (2008)
Muaidi (2007),17645372,HT,Prognosis of conservatively managed anterior cruciate ligament injury: a systematic review,Muaidi (2007),"Muaidi QI, Nicholson LL, Refshauge KM, Herbert RD, Maher CG.",Sports Med. 2007;37(8):703-16. doi: 10.2165/00007256-200737080-00004.,Muaidi QI,Sports Med,2007,7/25/2007,,,10.2165/00007256-200737080-00004,Muaidi (2007)
Prodromos (2007),17437083,HT,A meta-analysis of stability of autografts compared to allografts after anterior cruciate ligament reconstruction,Prodromos (2007),"Prodromos C, Joyce B, Shi K.",Knee Surg Sports Traumatol Arthrosc. 2007 Jul;15(7):851-6. doi: 10.1007/s00167-007-0328-6. Epub 2007 Apr 17.,Prodromos C,Knee Surg Sports Traumatol Arthrosc,2007,4/18/2007,,,10.1007/s00167-007-0328-6,Prodromos (2007)
Prodromos (2007),17437083,BPTB,A meta-analysis of stability of autografts compared to allografts after anterior cruciate ligament reconstruction,Prodromos (2007),"Prodromos C, Joyce B, Shi K.",Knee Surg Sports Traumatol Arthrosc. 2007 Jul;15(7):851-6. doi: 10.1007/s00167-007-0328-6. Epub 2007 Apr 17.,Prodromos C,Knee Surg Sports Traumatol Arthrosc,2007,4/18/2007,,,10.1007/s00167-007-0328-6,Prodromos (2007)
George (2007),17146361,QT,Endoscopic versus rear-entry ACL reconstruction: a systematic review,George (2007),"George MS, Huston LJ, Spindler KP.",Clin Orthop Relat Res. 2007 Feb;455:158-61. doi: 10.1097/BLO.0b013e31802eb45f.,George MS,Clin Orthop Relat Res,2007,12/6/2006,,,10.1097/BLO.0b013e31802eb45f,George (2007)
George (2007),17146361,HT,Endoscopic versus rear-entry ACL reconstruction: a systematic review,George (2007),"George MS, Huston LJ, Spindler KP.",Clin Orthop Relat Res. 2007 Feb;455:158-61. doi: 10.1097/BLO.0b013e31802eb45f.,George MS,Clin Orthop Relat Res,2007,12/6/2006,,,10.1097/BLO.0b013e31802eb45f,George (2007)
Herrington (2006),16806942,QT,A systematic literature review to investigate if we identify those patients who can cope with anterior cruciate ligament deficiency,Herrington (2006),"Herrington L, Fowler E.",Knee. 2006 Aug;13(4):260-5. doi: 10.1016/j.knee.2006.02.010. Epub 2006 Jun 27.,Herrington L,Knee,2006,6/30/2006,,,10.1016/j.knee.2006.02.010,Herrington (2006)
Biau (2006),16603564,HT,Bone-patellar tendon-bone autografts versus hamstring autografts for reconstruction of anterior cruciate ligament: meta-analysis,Biau (2006),"Biau DJ, Tournoux C, Katsahian S, Schranz PJ, Nizard RS.",BMJ. 2006 Apr 29;332(7548):995-1001. doi: 10.1136/bmj.38784.384109.2F. Epub 2006 Apr 7.,Biau DJ,BMJ,2006,4/11/2006,PMC1450040,,10.1136/bmj.38784.384109.2F,Biau (2006)
Biau (2006),16603564,BPTB,Bone-patellar tendon-bone autografts versus hamstring autografts for reconstruction of anterior cruciate ligament: meta-analysis,Biau (2006),"Biau DJ, Tournoux C, Katsahian S, Schranz PJ, Nizard RS.",BMJ. 2006 Apr 29;332(7548):995-1001. doi: 10.1136/bmj.38784.384109.2F. Epub 2006 Apr 7.,Biau DJ,BMJ,2006,4/11/2006,PMC1450040,,10.1136/bmj.38784.384109.2F,Biau (2006)
Prodromos (2005),16226648,HT,A meta-analysis of stability after anterior cruciate ligament reconstruction as a function of hamstring versus patellar tendon graft and fixation type,Prodromos (2005),"Prodromos CC, Joyce BT, Shi K, Keller BL.",Arthroscopy. 2005 Oct;21(10):1202. doi: 10.1016/j.arthro.2005.08.036.,Prodromos CC,Arthroscopy,2005,10/18/2005,,,10.1016/j.arthro.2005.08.036,Prodromos (2005)
Prodromos (2005),16226648,BPTB,A meta-analysis of stability after anterior cruciate ligament reconstruction as a function of hamstring versus patellar tendon graft and fixation type,Prodromos (2005),"Prodromos CC, Joyce BT, Shi K, Keller BL.",Arthroscopy. 2005 Oct;21(10):1202. doi: 10.1016/j.arthro.2005.08.036.,Prodromos CC,Arthroscopy,2005,10/18/2005,,,10.1016/j.arthro.2005.08.036,Prodromos (2005)
Goldblatt (2005),16012491,HT,Reconstruction of the anterior cruciate ligament: meta-analysis of patellar tendon versus hamstring tendon autograft,Goldblatt (2005),"Goldblatt JP, Fitzsimmons SE, Balk E, Richmond JC.",Arthroscopy. 2005 Jul;21(7):791-803. doi: 10.1016/j.arthro.2005.04.107.,Goldblatt JP,Arthroscopy,2005,7/14/2005,,,10.1016/j.arthro.2005.04.107,Goldblatt (2005)
Goldblatt (2005),16012491,BPTB,Reconstruction of the anterior cruciate ligament: meta-analysis of patellar tendon versus hamstring tendon autograft,Goldblatt (2005),"Goldblatt JP, Fitzsimmons SE, Balk E, Richmond JC.",Arthroscopy. 2005 Jul;21(7):791-803. doi: 10.1016/j.arthro.2005.04.107.,Goldblatt JP,Arthroscopy,2005,7/14/2005,,,10.1016/j.arthro.2005.04.107,Goldblatt (2005)
Forster (2005),15911297,HT,Patellar tendon or four-strand hamstring? A systematic review of autografts for anterior cruciate ligament reconstruction,Forster (2005),"Forster MC, Forster IW.",Knee. 2005 Jun;12(3):225-30. doi: 10.1016/j.knee.2004.06.008.,Forster MC,Knee,2005,5/25/2005,,,10.1016/j.knee.2004.06.008,Forster (2005)
Forster (2005),15911297,BPTB,Patellar tendon or four-strand hamstring? A systematic review of autografts for anterior cruciate ligament reconstruction,Forster (2005),"Forster MC, Forster IW.",Knee. 2005 Jun;12(3):225-30. doi: 10.1016/j.knee.2004.06.008.,Forster MC,Knee,2005,5/25/2005,,,10.1016/j.knee.2004.06.008,Forster (2005)
Williams (2005),15743847,HT,Anterior cruciate ligament reconstruction with a four-strand hamstring tendon autograft. Surgical technique,Williams (2005),"Williams RJ 3rd, Hyman J, Petrigliano F, Rozental T, Wickiewicz TL.",J Bone Joint Surg Am. 2005 Mar;87 Suppl 1(Pt 1):51-66. doi: 10.2106/JBJS.D.02805.,Williams RJ 3rd,J Bone Joint Surg Am,2005,3/4/2005,,,10.2106/JBJS.D.02805,Williams (2005)
Spindler (2004),15572332,HT,Anterior cruciate ligament reconstruction autograft choice: bone-tendon-bone versus hamstring: does it really matter? A systematic review,Spindler (2004),"Spindler KP, Kuhn JE, Freedman KB, Matthews CE, Dittus RS, Harrell FE Jr.",Am J Sports Med. 2004 Dec;32(8):1986-95. doi: 10.1177/0363546504271211.,Spindler KP,Am J Sports Med,2004,12/2/2004,,,10.1177/0363546504271211,Spindler (2004)
Spindler (2004),15572332,BPTB,Anterior cruciate ligament reconstruction autograft choice: bone-tendon-bone versus hamstring: does it really matter? A systematic review,Spindler (2004),"Spindler KP, Kuhn JE, Freedman KB, Matthews CE, Dittus RS, Harrell FE Jr.",Am J Sports Med. 2004 Dec;32(8):1986-95. doi: 10.1177/0363546504271211.,Spindler KP,Am J Sports Med,2004,12/2/2004,,,10.1177/0363546504271211,Spindler (2004)
Wilk (2003),12735205,QT,Recent advances in the rehabilitation of isolated and combined anterior cruciate ligament injuries,Wilk (2003),"Wilk KE, Reinold MM, Hooks TR.",Orthop Clin North Am. 2003 Jan;34(1):107-37. doi: 10.1016/s0030-5898(02)00064-0.,Wilk KE,Orthop Clin North Am,2003,5/9/2003,,,10.1016/s0030-5898(02)00064-0,Wilk (2003)
Paessler (2003),12735201,QT,"Anterior cruciate ligament reconstruction using semitendinosus and gracilis tendons, bone patellar tendon, or quadriceps tendon-graft with press-fit fixation without hardware. A new and innovative procedure",Paessler (2003),"Paessler HH, Mastrokalos DS.",Orthop Clin North Am. 2003 Jan;34(1):49-64. doi: 10.1016/s0030-5898(02)00070-6.,Paessler HH,Orthop Clin North Am,2003,5/9/2003,,,10.1016/s0030-5898(02)00070-6,Paessler (2003)
Paessler (2003),12735201,HT,"Anterior cruciate ligament reconstruction using semitendinosus and gracilis tendons, bone patellar tendon, or quadriceps tendon-graft with press-fit fixation without hardware. A new and innovative procedure",Paessler (2003),"Paessler HH, Mastrokalos DS.",Orthop Clin North Am. 2003 Jan;34(1):49-64. doi: 10.1016/s0030-5898(02)00070-6.,Paessler HH,Orthop Clin North Am,2003,5/9/2003,,,10.1016/s0030-5898(02)00070-6,Paessler (2003)
Paessler (2003),12735201,BPTB,"Anterior cruciate ligament reconstruction using semitendinosus and gracilis tendons, bone patellar tendon, or quadriceps tendon-graft with press-fit fixation without hardware. A new and innovative procedure",Paessler (2003),"Paessler HH, Mastrokalos DS.",Orthop Clin North Am. 2003 Jan;34(1):49-64. doi: 10.1016/s0030-5898(02)00070-6.,Paessler HH,Orthop Clin North Am,2003,5/9/2003,,,10.1016/s0030-5898(02)00070-6,Paessler (2003)
Ayerza (2003),12627149,BPTB,Comparison of sagittal obliquity of the reconstructed anterior cruciate ligament with native anterior cruciate ligament using magnetic resonance imaging,Ayerza (2003),"Ayerza MA, Múscolo DL, Costa-Paz M, Makino A, Rondón L.",Arthroscopy. 2003 Mar;19(3):257-61. doi: 10.1053/jars.2003.50066.,Ayerza MA,Arthroscopy,2003,3/11/2003,,,10.1053/jars.2003.50066,Ayerza (2003)
Freedman (2003),12531750,HT,Arthroscopic anterior cruciate ligament reconstruction: a metaanalysis comparing patellar tendon and hamstring tendon autografts,Freedman (2003),"Freedman KB, D'Amato MJ, Nedeff DD, Kaz A, Bach BR Jr.",Am J Sports Med. 2003 Jan-Feb;31(1):2-11. doi: 10.1177/03635465030310011501.,Freedman KB,Am J Sports Med,2003,1/18/2003,,,10.1177/03635465030310011501,Freedman (2003)
Freedman (2003),12531750,BPTB,Arthroscopic anterior cruciate ligament reconstruction: a metaanalysis comparing patellar tendon and hamstring tendon autografts,Freedman (2003),"Freedman KB, D'Amato MJ, Nedeff DD, Kaz A, Bach BR Jr.",Am J Sports Med. 2003 Jan-Feb;31(1):2-11. doi: 10.1177/03635465030310011501.,Freedman KB,Am J Sports Med,2003,1/18/2003,,,10.1177/03635465030310011501,Freedman (2003)
Heis (2002),12528911,HT,Tensioning of the anterior cruciate ligament graft,Heis (2002),"Heis FT, Paulos LE.",Orthop Clin North Am. 2002 Oct;33(4):697-700. doi: 10.1016/s0030-5898(02)00014-7.,Heis FT,Orthop Clin North Am,2002,1/17/2003,,,10.1016/s0030-5898(02)00014-7,Heis (2002)
Heis (2002),12528911,BPTB,Tensioning of the anterior cruciate ligament graft,Heis (2002),"Heis FT, Paulos LE.",Orthop Clin North Am. 2002 Oct;33(4):697-700. doi: 10.1016/s0030-5898(02)00014-7.,Heis FT,Orthop Clin North Am,2002,1/17/2003,,,10.1016/s0030-5898(02)00014-7,Heis (2002)
Tyler (2001),11665745,BPTB,Neuromuscular rehabilitation of a female Olympic ice hockey player following anterior cruciate ligament reconstruction,Tyler (2001),"Tyler TF, McHugh MP.",J Orthop Sports Phys Ther. 2001 Oct;31(10):577-87. doi: 10.2519/jospt.2001.31.10.577.,Tyler TF,J Orthop Sports Phys Ther,2001,10/23/2001,,,10.2519/jospt.2001.31.10.577,Tyler (2001)
Hochstein (1999),10525618,QT,[Diagnostic and incidence of the rupture of the posterior cruciate ligament],Hochstein (1999),"Hochstein P, Schmickal T, Grützner PA, Wentzensen A.",Unfallchirurg. 1999 Oct;102(10):753-62. doi: 10.1007/s001130050477.,Hochstein P,Unfallchirurg,1999,10/20/1999,,,10.1007/s001130050477,Hochstein (1999)
Hoffmann (1998),9816658,HT,[The semitendinosus tendon as replacement for the anterior cruciate ligament],Hoffmann (1998),"Hoffmann F, Friebel H, Schiller M.",Zentralbl Chir. 1998;123(9):994-1001.,Hoffmann F,Zentralbl Chir,1998,11/17/1998,,,,Hoffmann (1998)
Wojtys (1994),8129117,QT,Neuromuscular performance in normal and anterior cruciate ligament-deficient lower extremities,Wojtys (1994),"Wojtys EM, Huston LJ.",Am J Sports Med. 1994 Jan-Feb;22(1):89-104. doi: 10.1177/036354659402200116.,Wojtys EM,Am J Sports Med,1994,1/1/1994,,,10.1177/036354659402200116,Wojtys (1994)
Lobenhoffer (1993),8475403,BPTB,[Rupture of the anterior cruciate ligament. Current status of treatment],Lobenhoffer (1993),"Lobenhoffer P, Tscherne H.",Unfallchirurg. 1993 Mar;96(3):150-68.,Lobenhoffer P,Unfallchirurg,1993,3/1/1993,,,,Lobenhoffer (1993)
Gómez-Castresana (1992),1395249,HT,Semitendinosus Kennedy ligament augmentation device anterior cruciate ligament reconstruction,Gómez-Castresana (1992),"Gómez-Castresana FB, Bastos MN, Sacristán CG.",Clin Orthop Relat Res. 1992 Oct;(283):21-33.,Gómez-Castresana FB,Clin Orthop Relat Res,1992,10/1/1992,,,,Gómez-Castresana (1992)
Kaplan (1991),1962709,QT,Anterior cruciate ligament reconstruction using quadriceps patellar tendon graft. Part II. A specific sport review,Kaplan (1991),"Kaplan MJ, Howe JG, Fleming B, Johnson RJ, Jarvinen M.",Am J Sports Med. 1991 Sep-Oct;19(5):458-62. doi: 10.1177/036354659101900506.,Kaplan MJ,Am J Sports Med,1991,9/1/1991,,,10.1177/036354659101900506,Kaplan (1991)
Howe (1991),1962708,QT,Anterior cruciate ligament reconstruction using quadriceps patellar tendon graft. Part I. Long-term followup,Howe (1991),"Howe JG, Johnson RJ, Kaplan MJ, Fleming B, Jarvinen M.",Am J Sports Med. 1991 Sep-Oct;19(5):447-57. doi: 10.1177/036354659101900505.,Howe JG,Am J Sports Med,1991,9/1/1991,,,10.1177/036354659101900505,Howe (1991)
Kaplan (1991),1962709,BPTB,Anterior cruciate ligament reconstruction using quadriceps patellar tendon graft. Part II. A specific sport review,Kaplan (1991),"Kaplan MJ, Howe JG, Fleming B, Johnson RJ, Jarvinen M.",Am J Sports Med. 1991 Sep-Oct;19(5):458-62. doi: 10.1177/036354659101900506.,Kaplan MJ,Am J Sports Med,1991,9/1/1991,,,10.1177/036354659101900506,Kaplan (1991)
Howe (1991),1962708,BPTB,Anterior cruciate ligament reconstruction using quadriceps patellar tendon graft. Part I. Long-term followup,Howe (1991),"Howe JG, Johnson RJ, Kaplan MJ, Fleming B, Jarvinen M.",Am J Sports Med. 1991 Sep-Oct;19(5):447-57. doi: 10.1177/036354659101900505.,Howe JG,Am J Sports Med,1991,9/1/1991,,,10.1177/036354659101900505,Howe (1991)
Lobenhoffer (1991),1793940,BPTB,[Arthroscopic cruciate ligament reconstruction],Lobenhoffer (1991),Lobenhoffer P.,Langenbecks Arch Chir Suppl Kongressbd. 1991:433-9.,Lobenhoffer P,Langenbecks Arch Chir Suppl Kongressbd,1991,1/1/1991,,,,
McGuire (1990),2240487,BPTB,Advances in anterior cruciate ligament surgery,McGuire (1990),"McGuire DA, Grinstead GL.",Alaska Med. 1990 Jul-Sep;32(3):101-5.,McGuire DA,Alaska Med,1990,7/1/1990,,,,
Burnett (1985),3881714,QT,Reconstruction of the anterior cruciate ligament: historical overview,Burnett (1985),"Burnett QM 2nd, Fowler PJ.",Orthop Clin North Am. 1985 Jan;16(1):143-57.,Burnett QM 2nd,Orthop Clin North Am,1985,1/1/1985,,,,
