id,study_id,source,authors,first_author,Title,short_title,Publication Year,DOI,Journal/Book,deduplication,title_abstract_screening,full-text_screening,reason_for_exclusion
,Kouloumentas P (2019),PubMed,"Kouloumentas P, Kavroudakis E, Charalampidis E, Kavroudakis D, Triantafyllopoulos GK.",Kouloumentas,Superior knee flexor strength at 2Â years with all-inside short-graft anterior cruciate ligament reconstruction vs a conventional hamstring technique,Superior knee flexor strength at 2Â,2019,10.1007/s00167-019-05456-9,Knee Surg Sports Traumatol Arthrosc,Kouloumentas2019,,,
,Xiang X (2019),PubMed,"Xiang X, Qu Z, Sun H, Ma X, Wang W, Huang L.",Xiang,"Single-tunnel anatomic double-bundle anterior cruciate ligament reconstruction has the same effectiveness as double femoral, double tibial tunnel: A prospective randomized study",Single-tunnel anatomic double-bundl,2019,10.1097/MD.0000000000014851,Medicine (Baltimore),Xiang2019,,,
,Hoogeslag RAG (2019),PubMed,"Hoogeslag RAG, Brouwer RW, Boer BC, de Vries AJ, Huis In 't Veld R.",Hoogeslag,Acute Anterior Cruciate Ligament Rupture: Repair or Reconstruction? Two-Year Results of a Randomized Controlled Clinical Trial,Acute Anterior Cruciate Ligament Ru,2019,10.1177/0363546519825878,Am J Sports Med,Hoogeslag2019,,,
,Harput G (2019),PubMed,"Harput G, Ulusoy B, Yildiz TI, Demirci S, Eraslan L, Turhan E, Tunay VB.",Harput,Cross-education improves quadriceps strength recovery after ACL reconstruction: a randomized controlled trial,Cross-education improves quadriceps,2019,10.1007/s00167-018-5040-1,Knee Surg Sports Traumatol Arthrosc,Harput2019,,,
,Mayr HO (2018),PubMed,"Mayr HO, Bruder S, Hube R, Bernstein A, Suedkamp NP, Stoehr A.",Mayr,Single-Bundle Versus Double-Bundle Anterior Cruciate Ligament Reconstruction-5-Year Results,Single-Bundle Versus Double-Bundle ,2018,10.1016/j.arthro.2018.03.034,Arthroscopy,Mayr2018,,,
,Martin-Alguacil JL (2018),PubMed,"Martin-Alguacil JL, Arroyo-Morales M, MartÃ­n-Gomez JL, Monje-Cabrera IM, AbellÃ¡n-GuillÃ©n JF, Esparza-Ros F, Lozano ML, Cantarero-Villanueva I.",Martin-Alguacil,Strength recovery after anterior cruciate ligament reconstruction with quadriceps tendon versus hamstring tendon autografts in soccer players: A randomized controlled trial,Strength recovery after anterior cr,2018,10.1016/j.knee.2018.03.011,Knee,Martin-Alguacil2018,,,
,Zhang C (2018),PubMed,"Zhang C, Pan J, Chen JD, Zhang YJ, Gu PC, Lin XJ, Cai YZ.",Zhang,The Effect of Cartilage Fragments on Femoral Tunnel Widening After Anterior Cruciate Ligament Reconstruction: A Prospective Randomized Controlled Study,The Effect of Cartilage Fragments o,2018,10.1016/j.arthro.2018.03.011,Arthroscopy,Zhang2018,,,
,Boer BC (2018),PubMed,"Boer BC, Hoogeslag RAG, Brouwer RW, Demmer A, Huis In 't Veld RMHA.",Boer,Self-reported functional recovery after reconstruction versus repair in acute anterior cruciate ligament rupture (ROTOR): a randomized controlled clinical trial,Self-reported functional recovery a,2018,10.1186/s12891-018-2028-4,BMC Musculoskelet Disord,Boer2018,,,
,Liu S (2018),PubMed,"Liu S, Li H, Tao H, Sun Y, Chen S, Chen J.",Liu,A Randomized Clinical Trial to Evaluate Attached Hamstring Anterior Cruciate Ligament Graft Maturity With Magnetic Resonance Imaging,A Randomized Clinical Trial to Eval,2018,10.1177/0363546517752918,Am J Sports Med,Liu2018,,,
,Bi M (2018),PubMed,"Bi M, Zhao C, Zhang S, Yao B, Hong Z, Bi Q.",Bi,All-Inside Single-Bundle Reconstruction of the Anterior Cruciate Ligament with the Anterior Half of the Peroneus Longus Tendon Compared to the Semitendinosus Tendon: A Two-Year Follow-Up Study,All-Inside Single-Bundle Reconstruc,2018,10.1055/s-0038-1627466,J Knee Surg,Bi2018,,,
,Gupta R (2017),PubMed,"Gupta R, Bahadur R, Malhotra A, Masih GD, Sood M, Gupta P, Mathur VK.",Gupta,Outcome of Hamstring Autograft With Preserved Insertions Compared With Free Hamstring Autograft in Anterior Cruciate Ligament Surgery at 2-Year Follow-up,Outcome of Hamstring Autograft With,2017,10.1016/j.arthro.2017.06.040,Arthroscopy,Gupta2017,,,
,Beyaz S (2017),PubMed,"Beyaz S, GÃ¼ler ÃœÃ–, Demir Åž, YÃ¼ksel S, Ã‡Ä±nar BM, Ã–zkoÃ§ G, AkpÄ±nar S.",Beyaz,Tunnel widening after single- versus double-bundle anterior cruciate ligament reconstruction: a randomized 8-year follow-up study,Tunnel widening after single- versu,2017,10.1007/s00402-017-2774-z,Arch Orthop Trauma Surg,Beyaz2017,,,
,MacDonald P (2018),PubMed,"MacDonald P, Kim C, McRae S, Leiter J, Khan R, Whelan D.",MacDonald,"No clinical differences between anteromedial portal and transtibial technique for femoral tunnel positioning in anterior cruciate ligament reconstruction: a prospective randomized, controlled trial",No clinical differences between ant,2018,10.1007/s00167-017-4664-x,Knee Surg Sports Traumatol Arthrosc,MacDonald2018,,,
,Schliemann B (2018),PubMed,"Schliemann B, Glasbrenner J, Rosenbaum D, Lammers K, Herbort M, Domnick C, Raschke MJ, KÃ¶sters C.",Schliemann,Changes in gait pattern and early functional results after ACL repair are comparable to those of ACL reconstruction,Changes in gait pattern and early f,2018,10.1007/s00167-017-4618-3,Knee Surg Sports Traumatol Arthrosc,Schliemann2018,,,
,Liu X (2017),PubMed,"Liu X, Feng H, Hong L, Zhang H.",Liu,[A prospective randomized control trial of arthroscopic surgery for stable ramp lesion of the medial meniscus],A prospective randomized control tr,2017,10.3760/cma.j.issn.0529-5815.2017.03.001,Zhonghua Wai Ke Za Zhi,Liu2017,,,
,Rose MB (2016),PubMed,"Rose MB, Domes C, Farooqi M, Crawford DC.",Rose,A prospective randomized comparison of two distinct allogenic tissue constructs for anterior cruciate ligament reconstruction,A prospective randomized comparison,2016,10.1016/j.knee.2016.08.011,Knee,Rose2016,,,
,Balki S (2016),PubMed,"Balki S, GÃ¶ktaÅŸ HE, Ã–ztemur Z.",Balki,"Kinesio taping as a treatment method in the acute phase of ACL reconstruction: A double-blind, placebo-controlled study",Kinesio taping as a treatment metho,2016,10.1016/j.aott.2016.03.005,Acta Orthop Traumatol Turc,Balki2016,,,
,Ateschrang A (2016),PubMed,"Ateschrang A, DÃ¶bele S, Freude T, StÃ¶ckle U, SchrÃ¶ter S, Kraus TM.",Ateschrang,Acute MCL and ACL injuries: first results of minimal-invasive MCL ligament bracing with combined ACL single-bundle reconstruction,Acute MCL and ACL injuries: first r,2016,10.1007/s00402-016-2497-6,Arch Orthop Trauma Surg,Ateschrang2016,,,
,Ruffilli A (2016),PubMed,"Ruffilli A, Pagliazzi G, Ferranti E, Busacca M, Capannelli D, Buda R.",Ruffilli,Hamstring graft tibial insertion preservation versus detachment in anterior cruciate ligament reconstruction: a prospective randomized comparative study,Hamstring graft tibial insertion pr,2016,10.1007/s00590-016-1812-9,Eur J Orthop Surg Traumatol,Ruffilli2016,,,
,Liu Y (2016),PubMed,"Liu Y, Cui G, Yan H, Yang Y, Ao Y.",Liu,"Comparison Between Single- and Double-Bundle Anterior Cruciate Ligament Reconstruction With 6- to 8-Stranded Hamstring Autograft: A Prospective, Randomized Clinical Trial",Comparison Between Single- and Doub,2016,10.1177/0363546516650876,Am J Sports Med,Liu2016,,,
,Carulli C (2017),PubMed,"Carulli C, Matassi F, Soderi S, Sirleo L, Munz G, Innocenti M.",Carulli,Resorbable screw and sheath versus resorbable interference screw and staples for ACL reconstruction: a comparison of two tibial fixation methods,Resorbable screw and sheath versus ,2017,10.1007/s00167-016-4135-9,Knee Surg Sports Traumatol Arthrosc,Carulli2017,,,
,Grunau PD (2016),PubMed,"Grunau PD, Arneja S, Leith JM.",Grunau,A Randomized Clinical Trial to Assess the Clinical Effectiveness of a Measured Objective Tensioning Device in Hamstring Anterior Cruciate Ligament Reconstruction,A Randomized Clinical Trial to Asse,2016,10.1177/0363546516634021,Am J Sports Med,Grunau2016,,,
,Karikis I (2016),PubMed,"Karikis I, Desai N, Sernert N, Rostgard-Christensen L, Kartus J.",Karikis,Comparison of Anatomic Double- and Single-Bundle Techniques for Anterior Cruciate Ligament Reconstruction Using Hamstring Tendon Autografts: A Prospective Randomized Study With 5-Year Clinical and Radiographic Follow-up,Comparison of Anatomic Double- and ,2016,10.1177/0363546515626543,Am J Sports Med,Karikis2016,,,
,Joshi A (2016),PubMed,"Joshi A, Kayasth N, Shrestha S, Kc BR.",Joshi,Infra Patellar Branch of Saphenous Nerve Injury during Hamstring GraftÂ Harvest: Vertical versus Oblique Incisions,Infra Patellar Branch of Saphenous ,2016,,J Nepal Health Res Counc,Joshi2016,,,
,Mayr HO (2016),PubMed,"Mayr HO, Benecke P, Hoell A, Schmitt-Sody M, Bernstein A, Suedkamp NP, Stoehr A.",Mayr,Single-Bundle Versus Double-Bundle Anterior Cruciate Ligament Reconstruction: A Comparative 2-Year Follow-up,Single-Bundle Versus Double-Bundle ,2016,10.1016/j.arthro.2015.06.029,Arthroscopy,Mayr2016,,,
,Ã‡elik D (2017),PubMed,"Ã‡elik D, Turkel N.",Ã‡elik,The effectiveness of Pilates for partial anterior cruciate ligament injury,The effectiveness of Pilates for pa,2017,10.1007/s00167-015-3718-1,Knee Surg Sports Traumatol Arthrosc,Ã‡elik2017,,,
,Arama Y (2015),PubMed,"Arama Y, Salmon LJ, Sri-Ram K, Linklater J, Roe JP, Pinczewski LA.",Arama,"Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Blinded, Randomized Controlled Trial With 5-Year Follow-up",Bioabsorbable Versus Titanium Screw,2015,10.1177/0363546515588926,Am J Sports Med,Arama2015,,,
,LindstrÃ¶m M (2015),PubMed,"LindstrÃ¶m M, Wredmark T, Wretling ML, Henriksson M, FellÃ¤nder-Tsai L.",LindstrÃ¶m,"Post-operative bracing after ACL reconstruction has no effect on knee joint effusion. A prospective, randomized study",Post-operative bracing after ACL re,2015,10.1016/j.knee.2015.04.015,Knee,LindstrÃ¶m2015,,,
,Tsoukas D (2016),PubMed,"Tsoukas D, Fotopoulos V, Basdekis G, Makridis KG.",Tsoukas,No difference in osteoarthritis after surgical and non-surgical treatment of ACL-injured knees after 10Â years,No difference in osteoarthritis aft,2016,10.1007/s00167-015-3593-9,Knee Surg Sports Traumatol Arthrosc,Tsoukas2016,,,
,Offerhaus C (2015),PubMed,"Offerhaus C, Balke M, Braas M, Pennig D, Gick S, HÃ¶her J.",Offerhaus,[Knee laxity in anterior cruciate ligament reconstruction : The influence of graft rotation using interference screw fixation],Knee laxity in anterior cruciate li,2015,10.1007/s00132-015-3102-3,Orthopade,Offerhaus2015,,,
,Koga H (2015),PubMed,"Koga H, Muneta T, Yagishita K, Watanabe T, Mochizuki T, Horie M, Nakamura T, Otabe K, Sekiya I.",Koga,Effect of posterolateral bundle graft fixation angles on clinical outcomes in double-bundle anterior cruciate ligament reconstruction: a randomized controlled trial,Effect of posterolateral bundle gra,2015,10.1177/0363546514567069,Am J Sports Med,Koga2015,,,
,Sacramento SN (2016),PubMed,"Sacramento SN, MagalhÃ£es E, Christel P, Ingham S, Fukuda TY.",Sacramento,A new technique in double-bundle anterior cruciate ligament reconstruction with implant-free tibial fixation,A new technique in double-bundle an,2016,10.1007/s00167-014-3430-6,Knee Surg Sports Traumatol Arthrosc,Sacramento2016,,,
,Chen J (2015),PubMed,"Chen J, Gu A, Jiang H, Zhang W, Yu X.",Chen,A comparison of acute and chronic anterior cruciate ligament reconstruction using LARS artificial ligaments: a randomized prospective study with a 5-year follow-up,A comparison of acute and chronic a,2015,10.1007/s00402-014-2108-3,Arch Orthop Trauma Surg,Chen2015,,,
,Ibrahim SA (2015),PubMed,"Ibrahim SA, Abdul Ghafar S, Marwan Y, Mahgoub AM, Al Misfer A, Farouk H, Wagdy M, Alherran H, Khirait S.",Ibrahim,Intratunnel versus extratunnel autologous hamstring double-bundle graft for anterior cruciate ligament reconstruction: a comparison of 2 femoral fixation procedures,Intratunnel versus extratunnel auto,2015,10.1177/0363546514554189,Am J Sports Med,Ibrahim2015,,,
,KÄ±nÄ±klÄ± GI (2014),PubMed,"KÄ±nÄ±klÄ± GI, YÃ¼ksel I, BaltacÄ± G, Atay OA.",KÄ±nÄ±klÄ±,The effect of progressive eccentric and concentric training on functional performance after autogenous hamstring anterior cruciate ligament reconstruction: a randomized controlled study,The effect of progressive eccentric,2014,10.3944/AOTT.2014.13.0111,Acta Orthop Traumatol Turc,KÄ±nÄ±klÄ±2014,,,
,Zeman P (2014),PubMed,"Zeman P, Koudela K, Kasl J, NepraÅ¡ P, Zeman J, MatÄ›jka J.",Zeman,[Anatomical ACL reconstruction by a double- versus a single-bundle technique. Prospective randomised study of short-term clinical results],Anatomical ACL reconstruction by a ,2014,,Acta Chir Orthop Traumatol Cech,Zeman2014,,,
,Matsumoto T (2014),PubMed,"Matsumoto T, Kuroda R, Matsushita T, Araki D, Hoshino Y, Nagamune K, Kurosaka M.",Matsumoto,Reduction of tunnel enlargement with use of autologous ruptured tissue in anterior cruciate ligament reconstruction: a pilot clinical trial,Reduction of tunnel enlargement wit,2014,10.1016/j.arthro.2013.12.014,Arthroscopy,Matsumoto2014,,,
,Wang CJ (2014),PubMed,"Wang CJ, Ko JY, Chou WY, Hsu SL, Ko SF, Huang CC, Chang HW.",Wang,Shockwave therapy improves anterior cruciate ligament reconstruction,Shockwave therapy improves anterior,2014,10.1016/j.jss.2014.01.050,J Surg Res,Wang2014,,,
,Karimi-Mobarakeh M (2015),PubMed,"Karimi-Mobarakeh M, Mardani-Kivi M, Mortazavi A, Saheb-Ekhtiari K, Hashemi-Motlagh K.",Karimi-Mobarakeh,Role of gracilis harvesting in four-strand hamstring tendon anterior cruciate ligament reconstruction: a double-blinded prospective randomized clinical trial,Role of gracilis harvesting in four,2015,10.1007/s00167-014-2890-z,Knee Surg Sports Traumatol Arthrosc,Karimi-Mobarakeh2015,,,
,Gifstad T (2014),PubMed,"Gifstad T, Drogset JO, GrÃ¸ntvedt T, Hortemo GS.",Gifstad,Femoral fixation of hamstring tendon grafts in ACL reconstructions: the 2-year follow-up results of a prospective randomized controlled study,Femoral fixation of hamstring tendo,2014,10.1007/s00167-013-2652-3,Knee Surg Sports Traumatol Arthrosc,Gifstad2014,,,
,Offerhaus C (2014),PubMed,"Offerhaus C, Balke M, Braas M, Pennig D, Gick S, HÃ¶her J.",Offerhaus,[Knee laxity in anterior cruciate ligament reconstruction. The influence of graft rotation using interference screw fixation],Knee laxity in anterior cruciate li,2014,10.1007/s00113-013-2420-3,Unfallchirurg,Offerhaus2014,,,
,AhldÃ©n M (2013),PubMed,"AhldÃ©n M, Sernert N, Karlsson J, Kartus J.",AhldÃ©n,A prospective randomized study comparing double- and single-bundle techniques for anterior cruciate ligament reconstruction,A prospective randomized study comp,2013,10.1177/0363546513497926,Am J Sports Med,AhldÃ©n2013,,,
,Inagaki Y (2013),PubMed,"Inagaki Y, Kondo E, Kitamura N, Onodera J, Yagi T, Tanaka Y, Yasuda K.",Inagaki,Prospective clinical comparisons of semitendinosus versus semitendinosus and gracilis tendon autografts for anatomic double-bundle anterior cruciate ligament reconstruction,Prospective clinical comparisons of,2013,10.1007/s00776-013-0427-9,J Orthop Sci,Inagaki2013,,,
,Iorio R (2013),PubMed,"Iorio R, Di Sanzo V, VadalÃ  A, Mazza D, Valeo L, Messano GA, Redler A, Iorio C, Bolle G, Conteduca F, Ferretti A.",Iorio,Nanohydroxyapatite-based bone graft substitute in tunnel enlargement after ACL surgery: RMN study,Nanohydroxyapatite-based bone graft,2013,10.7417/CT.2013.1540,Clin Ter,Iorio2013,,,
,Christensen JC (2013),PubMed,"Christensen JC, Goldfine LR, West HS.",Christensen,The effects of early aggressive rehabilitation on outcomes after anterior cruciate ligament reconstruction using autologous hamstring tendon: a randomized clinical trial,The effects of early aggressive reh,2013,10.1123/jsr.22.3.191,J Sport Rehabil,Christensen2013,,,
,Fu CL (2013),PubMed,"Fu CL, Yung SH, Law KY, Leung KH, Lui PY, Siu HK, Chan KM.",Fu,The effect of early whole-body vibration therapy on neuromuscular control after anterior cruciate ligament reconstruction: a randomized controlled trial,The effect of early whole-body vibr,2013,10.1177/0363546513476473,Am J Sports Med,Fu2013,,,
,Fukuda TY (2013),PubMed,"Fukuda TY, Fingerhut D, Moreira VC, Camarini PM, Scodeller NF, Duarte A Jr, Martinelli M, Bryk FF.",Fukuda,Open kinetic chain exercises in a restricted range of motion after anterior cruciate ligament reconstruction: a randomized controlled clinical trial,Open kinetic chain exercises in a r,2013,10.1177/0363546513476482,Am J Sports Med,Fukuda2013,,,
,Mirzatolooei F (2013),PubMed,"Mirzatolooei F, Alamdari MT, Khalkhali HR.",Mirzatolooei,The impact of platelet-rich plasma on the prevention of tunnel widening in anterior cruciate ligament reconstruction using quadrupled autologous hamstring tendon: a randomised clinical trial,The impact of platelet-rich plasma ,2013,10.1302/0301-620X.95B1.30487,Bone Joint J,Mirzatolooei2013,,,
,Hwang DH (2013),PubMed,"Hwang DH, Shetty GM, Kim JI, Kwon JH, Song JK, MuÃ±oz M, Lee JS, Nha KW.",Hwang,Does press-fit technique reduce tunnel volume enlargement after anterior cruciate ligament reconstruction with autologous hamstring tendons? A prospective randomized computed tomography study,Does press-fit technique reduce tun,2013,10.1016/j.arthro.2012.07.007,Arthroscopy,Hwang2013,,,
,Bourke HE (2013),PubMed,"Bourke HE, Salmon LJ, Waller A, Winalski CS, Williams HA, Linklater JM, Vasanji A, Roe JP, Pinczewski LA.",Bourke,Randomized controlled trial of osteoconductive fixation screws for anterior cruciate ligament reconstruction: a comparison of the Calaxo and Milagro screws,Randomized controlled trial of oste,2013,10.1016/j.arthro.2012.10.021,Arthroscopy,Bourke2013,,,
,#VALUE!,PubMed,Mirzatolooei F.,Mirzatolooei,Comparison of short term clinical outcomes between transtibial and transportal TransFixÂ® femoral fixation in hamstring ACL reconstruction,Comparison of short term clinical o,2012,10.3944/aott.2012.2679,Acta Orthop Traumatol Turc,Mirzatolooei2012,,,
,Zhang Q (2014),PubMed,"Zhang Q, Zhang S, Cao X, Liu L, Liu Y, Li R.",Zhang,The effect of remnant preservation on tibial tunnel enlargement in ACL reconstruction with hamstring autograft: a prospective randomized controlled trial,The effect of remnant preservation ,2014,10.1007/s00167-012-2341-7,Knee Surg Sports Traumatol Arthrosc,Zhang2014,,,
