doi,authors,first_author,title,short_title,year,journal,key
10.1097/JSM.0000000000000209,"Mohtadi N, Chan D, Barber R, Paolucci EO.",Mohtadi,"Reruptures, Reinjuries, and Revisions at a Minimum 2-Year Follow-up: A Randomized Clinical Trial Comparing 3 Graft Types for ACL Reconstruction",rerupturesreinjuriesandrevisionsataminimum2yearfollowup:arandomizedclinicaltrialcomparing3grafttypesforaclreconstruction,2016,Clin J Sport Med,Mohtadi+rerupturesreinjuriesandrevisionsataminimum2yearfollowup:arandomizedclinicaltrialcomparing3grafttypesforaclreconstruction+2016
10.1097/JSM.0000000000000165,"Mohtadi N, Chan D, Barber R, Oddone Paolucci E.",Mohtadi,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at a Minimal 2-Year Follow-up",arandomizedclinicaltrialcomparingpatellartendonhamstringtendonanddoublebundleaclreconstructions:patientreportedandclinicaloutcomesataminimal2yearfollowup,2015,Clin J Sport Med,Mohtadi+arandomizedclinicaltrialcomparingpatellartendonhamstringtendonanddoublebundleaclreconstructions:patientreportedandclinicaloutcomesataminimal2yearfollowup+2015
10.1016/S0020-1383(14)70008-7,"Valentí Azcárate A, Lamo-Espinosa J, Aquerreta Beola JD, Hernandez Gonzalez M, Mora Gasque G, Valentí Nin JR.",Valentí,Comparison between two different platelet-rich plasma preparations and control applied during anterior cruciate ligament reconstruction. Is there any evidence to support their use?,comparisonbetweentwodifferentplateletrichplasmapreparationsandcontrolappliedduringanteriorcruciateligamentreconstructionisthereanyevidencetosupporttheiruse?,2014,Injury,Valentí+comparisonbetweentwodifferentplateletrichplasmapreparationsandcontrolappliedduringanteriorcruciateligamentreconstructionisthereanyevidencetosupporttheiruse?+2014
10.1007/s00264-014-2513-9,"Papalia R, Franceschi F, Tecame A, D'Adamio S, Maffulli N, Denaro V.",Papalia,Anterior cruciate ligament reconstruction and return to sport activity: postural control as the key to success,anteriorcruciateligamentreconstructionandreturntosportactivity:posturalcontrolasthekeytosuccess,2015,Int Orthop,Papalia+anteriorcruciateligamentreconstructionandreturntosportactivity:posturalcontrolasthekeytosuccess+2015
10.1007/s00264-014-2495-7,"Kautzner J, Kos P, Hanus M, Trc T, Havlas V.",Kautzner,A comparison of ACL reconstruction using patellar tendon versus hamstring autograft in female patients: a prospective randomised study,acomparisonofaclreconstructionusingpatellartendonversushamstringautograftinfemalepatients:aprospectiverandomisedstudy,2015,Int Orthop,Kautzner+acomparisonofaclreconstructionusingpatellartendonversushamstringautograftinfemalepatients:aprospectiverandomisedstudy+2015
10.1007/s00508-014-0550-4,"Leitgeb J, Köttstorfer J, Schuster R, Kovar FM, Platzer P, Aldrian S.",Leitgeb,Primary anterior cruciate ligament reconstruction in athletes: a 5-year follow up comparing patellar tendon versus hamstring tendon autograft,primaryanteriorcruciateligamentreconstructioninathletes:a5yearfollowupcomparingpatellartendonversushamstringtendonautograft,2014,Wien Klin Wochenschr,Leitgeb+primaryanteriorcruciateligamentreconstructioninathletes:a5yearfollowupcomparingpatellartendonversushamstringtendonautograft+2014
10.1007/s00402-014-1999-3,"Sarzaeem MM, Najafi F, Razi M, Najafi MA.",Sarzaeem,ACL reconstruction using bone-patella tendon-bone autograft: press-fit technique vs. interference screw fixation,aclreconstructionusingbonepatellatendonboneautograft:pressfittechniquevsinterferencescrewfixation,2014,Arch Orthop Trauma Surg,Sarzaeem+aclreconstructionusingbonepatellatendonboneautograft:pressfittechniquevsinterferencescrewfixation+2014
10.1177/0363546514526139,"Barenius B, Ponzer S, Shalabi A, Bujak R, Norlén L, Eriksson K.",Barenius,Increased risk of osteoarthritis after anterior cruciate ligament reconstruction: a 14-year follow-up study of a randomized controlled trial,increasedriskofosteoarthritisafteranteriorcruciateligamentreconstruction:a14yearfollowupstudyofarandomizedcontrolledtrial,2014,Am J Sports Med,Barenius+increasedriskofosteoarthritisafteranteriorcruciateligamentreconstruction:a14yearfollowupstudyofarandomizedcontrolledtrial+2014
10.1016/j.arthro.2014.01.012,"Lund B, Nielsen T, Faunø P, Christiansen SE, Lind M.",Lund,Is quadriceps tendon a better graft choice than patellar tendon? a prospective randomized study,isquadricepstendonabettergraftchoicethanpatellartendon?aprospectiverandomizedstudy,2014,Arthroscopy,Lund+isquadricepstendonabettergraftchoicethanpatellartendon?aprospectiverandomizedstudy+2014
10.1177/0363546513499140,"McRae S, Leiter J, McCormack R, Old J, MacDonald P.",McRae,Ipsilateral versus contralateral hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized trial,ipsilateralversuscontralateralhamstringgraftsinanteriorcruciateligamentreconstruction:aprospectiverandomizedtrial,2013,Am J Sports Med,McRae+ipsilateralversuscontralateralhamstringgraftsinanteriorcruciateligamentreconstruction:aprospectiverandomizedtrial+2013
10.1007/s00167-013-2636-3,"Peterson L, Eklund U, Engström B, Forssblad M, Saartok T, Valentin A.",Peterson,Long-term results of a randomized study on anterior cruciate ligament reconstruction with or without a synthetic degradable augmentation device to support the autograft,longtermresultsofarandomizedstudyonanteriorcruciateligamentreconstructionwithorwithoutasyntheticdegradableaugmentationdevicetosupporttheautograft,2014,Knee Surg Sports Traumatol Arthrosc,Peterson+longtermresultsofarandomizedstudyonanteriorcruciateligamentreconstructionwithorwithoutasyntheticdegradableaugmentationdevicetosupporttheautograft+2014
10.1007/s00167-013-2630-9,"Stensbirk F, Thorborg K, Konradsen L, Jørgensen U, Hölmich P.",Stensbirk,"Iliotibial band autograft versus bone-patella-tendon-bone autograft, a possible alternative for ACL reconstruction: a 15-year prospective randomized controlled trial",iliotibialbandautograftversusbonepatellatendonboneautograftapossiblealternativeforaclreconstruction:a15yearprospectiverandomizedcontrolledtrial,2014,Knee Surg Sports Traumatol Arthrosc,Stensbirk+iliotibialbandautograftversusbonepatellatendonboneautograftapossiblealternativeforaclreconstruction:a15yearprospectiverandomizedcontrolledtrial+2014
10.1007/s00167-013-2564-2,"Mayr HO, Stüeken P, Münch EO, Wolter M, Bernstein A, Suedkamp NP, Stoehr A.",Mayr,Brace or no-brace after ACL graft? Four-year results of a prospective clinical trial,braceornobraceafteraclgraft?fouryearresultsofaprospectiveclinicaltrial,2014,Knee Surg Sports Traumatol Arthrosc,Mayr+braceornobraceafteraclgraft?fouryearresultsofaprospectiveclinicaltrial+2014
10.1007/s00167-012-2309-7,"Indelicato PA, Ciccotti MG, Boyd J, Higgins LD, Shaffer BS, Vangsness CT Jr.",Indelicato,Aseptically processed and chemically sterilized BTB allografts for anterior cruciate ligament reconstruction: a prospective randomized study,asepticallyprocessedandchemicallysterilizedbtballograftsforanteriorcruciateligamentreconstruction:aprospectiverandomizedstudy,2013,Knee Surg Sports Traumatol Arthrosc,Indelicato+asepticallyprocessedandchemicallysterilizedbtballograftsforanteriorcruciateligamentreconstruction:aprospectiverandomizedstudy+2013
10.1016/j.knee.2012.02.005,"Lui PP, Cheng YY, Yung SH, Hung AS, Chan KM.",Lui,A randomized controlled trial comparing bone mineral density changes of three different ACL reconstruction techniques,arandomizedcontrolledtrialcomparingbonemineraldensitychangesofthreedifferentaclreconstructiontechniques,2012,Knee,Lui+arandomizedcontrolledtrialcomparingbonemineraldensitychangesofthreedifferentaclreconstructiontechniques+2012
10.1007/s00167-012-1947-0,"Gifstad T, Sole A, Strand T, Uppheim G, Grøntvedt T, Drogset JO.",Gifstad,Long-term follow-up of patellar tendon grafts or hamstring tendon grafts in endoscopic ACL reconstructions,longtermfollowupofpatellartendongraftsorhamstringtendongraftsinendoscopicaclreconstructions,2013,Knee Surg Sports Traumatol Arthrosc,Gifstad+longtermfollowupofpatellartendongraftsorhamstringtendongraftsinendoscopicaclreconstructions+2013
10.1177/0363546511430375,"Leys T, Salmon L, Waller A, Linklater J, Pinczewski L.",Leys,Clinical results and risk factors for reinjury 15 years after anterior cruciate ligament reconstruction: a prospective study of hamstring and patellar tendon grafts,clinicalresultsandriskfactorsforreinjury15yearsafteranteriorcruciateligamentreconstruction:aprospectivestudyofhamstringandpatellartendongrafts,2012,Am J Sports Med,Leys+clinicalresultsandriskfactorsforreinjury15yearsafteranteriorcruciateligamentreconstruction:aprospectivestudyofhamstringandpatellartendongrafts+2012
10.1177/0363546511411702,"Sajovic M, Strahovnik A, Dernovsek MZ, Skaza K.",Sajovic,Quality of life and clinical outcome comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: an 11-year follow-up of a randomized controlled trial,qualityoflifeandclinicaloutcomecomparisonofsemitendinosusandgracilistendonversuspatellartendonautograftsforanteriorcruciateligamentreconstruction:an11yearfollowupofarandomizedcontrolledtrial,2011,Am J Sports Med,Sajovic+qualityoflifeandclinicaloutcomecomparisonofsemitendinosusandgracilistendonversuspatellartendonautograftsforanteriorcruciateligamentreconstruction:an11yearfollowupofarandomizedcontrolledtrial+2011
10.1097/JSM.0b013e31822153cb,"Leal-Blanquet J, Alentorn-Geli E, Tuneu J, Valentí JR, Maestro A.",Leal-Blanquet,Anterior cruciate ligament reconstruction: a multicenter prospective cohort study evaluating 3 different grafts using same bone drilling method,anteriorcruciateligamentreconstruction:amulticenterprospectivecohortstudyevaluating3differentgraftsusingsamebonedrillingmethod,2011,Clin J Sport Med,Leal-Blanquet+anteriorcruciateligamentreconstruction:amulticenterprospectivecohortstudyevaluating3differentgraftsusingsamebonedrillingmethod+2011
10.1016/j.arthro.2011.01.015,"Wipfler B, Donner S, Zechmann CM, Springer J, Siebold R, Paessler HH.",Wipfler,Anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon: a prospective comparative study with 9-year follow-up,anteriorcruciateligamentreconstructionusingpatellartendonversushamstringtendon:aprospectivecomparativestudywith9yearfollowup,2011,Arthroscopy,Wipfler+anteriorcruciateligamentreconstructionusingpatellartendonversushamstringtendon:aprospectivecomparativestudywith9yearfollowup+2011
10.1007/s00167-010-1353-4,"Drogset JO, Straume LG, Bjørkmo I, Myhr G.",Drogset,A prospective randomized study of ACL-reconstructions using bone-patellar tendon-bone grafts fixed with bioabsorbable or metal interference screws,aprospectiverandomizedstudyofaclreconstructionsusingbonepatellartendonbonegraftsfixedwithbioabsorbableormetalinterferencescrews,2011,Knee Surg Sports Traumatol Arthrosc,Drogset+aprospectiverandomizedstudyofaclreconstructionsusingbonepatellartendonbonegraftsfixedwithbioabsorbableormetalinterferencescrews+2011
10.1007/s00167-010-1225-y,"Zaffagnini S, Bruni D, Marcheggiani Muccioli GM, Bonanzinga T, Lopomo N, Bignozzi S, Marcacci M.",Zaffagnini,Single-bundle patellar tendon versus non-anatomical double-bundle hamstrings ACL reconstruction: a prospective randomized study at 8-year minimum follow-up,singlebundlepatellartendonversusnonanatomicaldoublebundlehamstringsaclreconstruction:aprospectiverandomizedstudyat8yearminimumfollowup,2011,Knee Surg Sports Traumatol Arthrosc,Zaffagnini+singlebundlepatellartendonversusnonanatomicaldoublebundlehamstringsaclreconstruction:aprospectiverandomizedstudyat8yearminimumfollowup+2011
10.1177/0363546510369549,"Barenius B, Nordlander M, Ponzer S, Tidermark J, Eriksson K.",Barenius,Quality of life and clinical outcome after anterior cruciate ligament reconstruction using patellar tendon graft or quadrupled semitendinosus graft: an 8-year follow-up of a randomized controlled trial,qualityoflifeandclinicaloutcomeafteranteriorcruciateligamentreconstructionusingpatellartendongraftorquadrupledsemitendinosusgraft:an8yearfollowupofarandomizedcontrolledtrial,2010,Am J Sports Med,Barenius+qualityoflifeandclinicaloutcomeafteranteriorcruciateligamentreconstructionusingpatellartendongraftorquadrupledsemitendinosusgraft:an8yearfollowupofarandomizedcontrolledtrial+2010
10.1007/s00264-010-1000-1,"Alentorn-Geli E, Samitier G, Alvarez P, Steinbacher G, Cugat R.",Alentorn-Geli,Anteromedial portal versus transtibial drilling techniques in ACL reconstruction: a blinded cross-sectional study at two- to five-year follow-up,anteromedialportalversustranstibialdrillingtechniquesinaclreconstruction:ablindedcrosssectionalstudyattwotofiveyearfollowup,2010,Int Orthop,Alentorn-Geli+anteromedialportalversustranstibialdrillingtechniquesinaclreconstruction:ablindedcrosssectionalstudyattwotofiveyearfollowup+2010
10.1177/0363546509349490,"Sekir U, Gur H, Akova B.",Sekir,Early versus late start of isokinetic hamstring-strengthening exercise after anterior cruciate ligament reconstruction with patellar tendon graft,earlyversuslatestartofisokinetichamstringstrengtheningexerciseafteranteriorcruciateligamentreconstructionwithpatellartendongraft,2010,Am J Sports Med,Sekir+earlyversuslatestartofisokinetichamstringstrengtheningexerciseafteranteriorcruciateligamentreconstructionwithpatellartendongraft+2010
10.1177/0363546509350301,"Holm I, Oiestad BE, Risberg MA, Aune AK.",Holm,No difference in knee function or prevalence of osteoarthritis after reconstruction of the anterior cruciate ligament with 4-strand hamstring autograft versus patellar tendon-bone autograft: a randomized study with 10-year follow-up,nodifferenceinkneefunctionorprevalenceofosteoarthritisafterreconstructionoftheanteriorcruciateligamentwith4strandhamstringautograftversuspatellartendonboneautograft:arandomizedstudywith10yearfollowup,2010,Am J Sports Med,Holm+nodifferenceinkneefunctionorprevalenceofosteoarthritisafterreconstructionoftheanteriorcruciateligamentwith4strandhamstringautograftversuspatellartendonboneautograft:arandomizedstudywith10yearfollowup+2010
10.1007/s00167-009-0996-5,"Drogset JO, Strand T, Uppheim G, Odegård B, Bøe A, Grøntvedt T.",Drogset,Autologous patellar tendon and quadrupled hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized multicenter review of different fixation methods,autologouspatellartendonandquadrupledhamstringgraftsinanteriorcruciateligamentreconstruction:aprospectiverandomizedmulticenterreviewofdifferentfixationmethods,2010,Knee Surg Sports Traumatol Arthrosc,Drogset+autologouspatellartendonandquadrupledhamstringgraftsinanteriorcruciateligamentreconstruction:aprospectiverandomizedmulticenterreviewofdifferentfixationmethods+2010
10.1016/j.knee.2009.09.008,"Ghalayini SR, Helm AT, Bonshahi AY, Lavender A, Johnson DS, Smith RB.",Ghalayini,Arthroscopic anterior cruciate ligament surgery: results of autogenous patellar tendon graft versus the Leeds-Keio synthetic graft five year follow-up of a prospective randomised controlled trial,arthroscopicanteriorcruciateligamentsurgery:resultsofautogenouspatellartendongraftversustheleedskeiosyntheticgraftfiveyearfollowupofaprospectiverandomisedcontrolledtrial,2010,Knee,Ghalayini+arthroscopicanteriorcruciateligamentsurgery:resultsofautogenouspatellartendongraftversustheleedskeiosyntheticgraftfiveyearfollowupofaprospectiverandomisedcontrolledtrial+2010
10.1016/j.arthro.2009.05.016,"Endele D, Jung C, Becker U, Bauer G, Mauch F.",Endele,Anterior cruciate ligament reconstruction with and without computer navigation: a clinical and magnetic resonance imaging evaluation 2 years after surgery,anteriorcruciateligamentreconstructionwithandwithoutcomputernavigation:aclinicalandmagneticresonanceimagingevaluation2yearsaftersurgery,2009,Arthroscopy,Endele+anteriorcruciateligamentreconstructionwithandwithoutcomputernavigation:aclinicalandmagneticresonanceimagingevaluation2yearsaftersurgery+2009
10.1177/0363546509339577,"Taylor DC, DeBerardino TM, Nelson BJ, Duffey M, Tenuta J, Stoneman PD, Sturdivant RX, Mountcastle S.",Taylor,Patellar tendon versus hamstring tendon autografts for anterior cruciate ligament reconstruction: a randomized controlled trial using similar femoral and tibial fixation methods,patellartendonversushamstringtendonautograftsforanteriorcruciateligamentreconstruction:arandomizedcontrolledtrialusingsimilarfemoralandtibialfixationmethods,2009,Am J Sports Med,Taylor+patellartendonversushamstringtendonautograftsforanteriorcruciateligamentreconstruction:arandomizedcontrolledtrialusingsimilarfemoralandtibialfixationmethods+2009
10.1007/s00167-009-0846-5,"Ahldén M, Kartus J, Ejerhed L, Karlsson J, Sernert N.",Ahldén,"Knee laxity measurements after anterior cruciate ligament reconstruction, using either bone-patellar-tendon-bone or hamstring tendon autografts, with special emphasis on comparison over time",kneelaxitymeasurementsafteranteriorcruciateligamentreconstructionusingeitherbonepatellartendonboneorhamstringtendonautograftswithspecialemphasisoncomparisonovertime,2009,Knee Surg Sports Traumatol Arthrosc,Ahldén+kneelaxitymeasurementsafteranteriorcruciateligamentreconstructionusingeitherbonepatellartendonboneorhamstringtendonautograftswithspecialemphasisoncomparisonovertime+2009
