id,study_id,source,authors,first_author,Title,short_title,Publication Year,DOI,Journal/Book,deduplication,title_abstract_screening,full-text_screening,reason_for_exclusion
,El-Azab H. (2023),Embase,"El-Azab H., Moursy M., Mohamed M.A., Elsayed M.",El-Azab,A comparison of the outcomes of anterior curciate ligament reconstruction with large-size graft versus reconstruction with average-size graft combined with extraarticular tenodesis,A comparison of the outcomes of ant,2023,10.1016/j.injury.2023.01.033,Injury,El-Azab2023,,,
,KuliÅ„ski K. (2023),Embase,"KuliÅ„ski K., WaÅ›ko M.K., TramÅ› E., Malesa K., Pomianowski S., KamiÅ„ski R.",KuliÅ„ski,"Anterior Cruciate Ligament Reconstruction Using a 4-Strand Semitendinosus Tendon Graft or a Doubled Semitendinosus and Gracilis Tendon Graft: A 4.5-Year Prospective, Randomized, Double-Blind, Parallel-Group Study",Anterior Cruciate Ligament Reconstr,2023,10.1177/03635465221149738,The American journal of sports medicine,KuliÅ„ski2023,,,
,Sonnier J.H. (2023),Embase,"Sonnier J.H., Paul R.W., Sando H.E., Hall A.T., Tjoumakaris F.P., Cohen S.B., Freedman K.B.",Sonnier,Patient Decision Making in Anterior Cruciate Ligament Reconstruction: A Discrete Choice Experiment Examining Graft Preference,Patient Decision Making in Anterior,2023,10.1177/23259671221144983,Orthopaedic Journal of Sports Medicine,Sonnier2023,,,
,Beaudoin A. (2022),Embase,"Beaudoin A., Ogborn D., McRae S., Larose G., Brown H., McCormack R., MacDonald P.",Beaudoin,No differences found in long-term outcomes of a randomized controlled trial comparing ipsilateral versus contralateral hamstring graft in ACL reconstruction,No differences found in long-term o,2022,10.1007/s00167-022-06980-x,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Beaudoin2022,,,
,Vieira de Melo R.F. (2022),Embase,"Vieira de Melo R.F., Komatsu W.R., Freitas M.S., Vieira de Melo M.E., Cohen M.",Vieira,Comparison of Quadriceps and Hamstring Muscle Strength after Exercises with and without Blood Flow Restriction following Anterior Cruciate Ligament Surgery: A Randomized Controlled Trial,Comparison of Quadriceps and Hamstr,2022,10.2340/jrm.v54.2550,Journal of rehabilitation medicine,Vieira2022,,,
,Cruz C.A. (2022),Embase,"Cruz C.A., Mannino B.J., Pike A., Thoma D., Lindell K., Kerbel Y.E., McCadden A., Lopez A.J., Bottoni C.R.",Cruz,Increased posterior tibial slope is an independent risk factor of anterior cruciate ligament reconstruction graft rupture irrespective of graft choice,Increased posterior tibial slope is,2022,10.1016/j.jisako.2022.04.002,Journal of ISAKOS,Cruz2022,,,
,Glasbrenner J. (2022),Embase,"Glasbrenner J., Raschke M.J., Kittl C., Herbst E., Peez C., Briese T., Michel P.A., Herbort M., KÃ¶sters C., Schliemann B.",Glasbrenner,Comparable Instrumented Knee Joint Laxity and Patient-Reported Outcomes After ACL Repair With Dynamic Intraligamentary Stabilization or ACL Reconstruction: 5-Year Results of a Randomized Controlled Trial,Comparable Instrumented Knee Joint ,2022,10.1177/03635465221117777,The American journal of sports medicine,Glasbrenner2022,,,
,Horstmann H. (2022),Embase,"Horstmann H., Petri M., Tegtbur U., Felmet G., Krettek C., Jagodzinski M.",Horstmann,"Quadriceps and hamstring tendon autografts in ACL reconstruction yield comparably good results in a prospective, randomized controlled trial",Quadriceps and hamstring tendon aut,2022,10.1007/s00402-021-03862-8,Archives of Orthopaedic and Trauma Surgery,Horstmann2022,,,
,Sanborn R.M. (2022),Embase,"Sanborn R.M., Badger G.J., Yen Y.-M., Murray M.M., Christino M.A., Proffen B., Sant N., Barnett S., Fleming B.C., Kramer D.E., Micheli L.J.",Sanborn,Psychological Readiness to Return to Sport at 6 Months Is Higher After Bridge-Enhanced ACL Restoration Than Autograft ACL Reconstruction: Results of a Prospective Randomized Clinical Trial,Psychological Readiness to Return t,2022,10.1177/23259671211070542,Orthopaedic Journal of Sports Medicine,Sanborn2022,,,
,Sohu D.M. (2022),Embase,"Sohu D.M., Hussain F., Jatoi Z.A., Bhatti S.H., Chandio M.S., Keerio N.H.",Sohu,Determining Early Morbidity After The Reconstruction Of Anterior Cruciate Ligament: Hamstring Tendon Vs Patellar Tendon Autograft,Determining Early Morbidity After T,2022,10.47750/pnr.2022.13.S09.1056,Journal of Pharmaceutical Negative Results,Sohu2022,,,
,Sole G. (2021),Embase,"Sole G., Lamb P., Pataky T., Klima S., Navarre P., Hammer N.",Sole,Immediate and 6-week effects of wearing a knee sleeve following anterior cruciate ligament reconstruction: a cross-over laboratory and randomised clinical trial,Immediate and 6-week effects of wea,2021,10.1186/s12891-021-04540-x,BMC Musculoskeletal Disorders,Sole2021,,,
,Kulshrestha V. (2021),Embase,"Kulshrestha V., Sood M., Kumar S., Kawale A.",Kulshrestha,Original study: early patient-reported functional outcome of all-inside ACL reconstruction as compared to anteromedial portal technique,Original study: early patient-repor,2021,10.1007/s00590-021-02912-6,European Journal of Orthopaedic Surgery and Traumatology,Kulshrestha2021,,,
,Marmura H. (2021),Embase,"Marmura H., Getgood A.M.J., Spindler K.P., Kattan M.W., Briskin I., Bryant D.M.",Marmura,Validation of a Risk Calculator to Personalize Graft Choice and Reduce Rupture Rates for Anterior Cruciate Ligament Reconstruction,Validation of a Risk Calculator to ,2021,10.1177/03635465211010798,The American journal of sports medicine,Marmura2021,,,
,Krishna L. (2021),Embase,"Krishna L., Chan C.X., Lokaiah L., Chinnasamy D., Goyal S., Wang M., Singh A.",Krishna,Five-Strand Versus Four-Strand Hamstring Autografts in Anterior Cruciate Ligament Reconstructionâ€”A Prospective Randomized Controlled Study,Five-Strand Versus Four-Strand Hams,2021,10.1016/j.arthro.2020.08.012,Arthroscopy - Journal of Arthroscopic and Related Surgery,Krishna2021,,,
,Guglielmetti L.G.B. (2021),Embase,"Guglielmetti L.G.B., Salas V.E.R., Jorge P.B., Severino F.R., Duarte A., de Oliveira V.M., Cury R.D.P.L.",Guglielmetti,Prospective and Randomized Clinical Evaluation of Hamstring Versus Patellar Tendon Autograft for Anterior Cruciate Ligament Reconstruction in Soccer Players,Prospective and Randomized Clinical,2021,10.1177/23259671211028168,Orthopaedic Journal of Sports Medicine,Guglielmetti2021,,,
,Erden T. (2021),Embase,"Erden T., Toker B., Toprak A., TaÅŸer Ã–.",Erden,Comparison of the outcomes of isolated anterior cruciate ligament reconstruction and combined anterolateral ligament suture tape augmentation and anterior cruciate ligament reconstruction,Comparison of the outcomes of isola,2021,10.5606/ehc.2020.78201,Joint diseases and related surgery,Erden2021,,,
,Zhang Y. (2020),Embase,"Zhang Y., Liu S., Chen Q., Hu Y., Sun Y., Chen J.",Zhang,Maturity Progression of the Entire Anterior Cruciate Ligament Graft of Insertion-Preserved Hamstring Tendons by 5 Years: A Prospective Randomized Controlled Study Based on Magnetic Resonance Imaging Evaluation,Maturity Progression of the Entire ,2020,10.1177/0363546520951507,The American journal of sports medicine,Zhang2020,,,
,Roger J. (2020),Embase,"Roger J., Bertani A., Vigouroux F., Mottier F., Gaillard R., Have L., RongiÃ¨ras F.",Roger,ACL reconstruction using a quadruple semitendinosus graft with cortical fixations gives suitable isokinetic and clinical outcomes after 2Â years,ACL reconstruction using a quadrupl,2020,10.1007/s00167-020-06121-2,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Roger2020,,,
,Sinding K.S. (2020),Embase,"Sinding K.S., Nielsen T.G., Hvid L.G., Lind M., Dalgas U.",Sinding,Effects of Autograft Types on Muscle Strength and Functional Capacity in Patients Having Anterior Cruciate Ligament Reconstruction: A Randomized Controlled Trial,Effects of Autograft Types on Muscl,2020,10.1007/s40279-020-01276-x,"Sports medicine (Auckland, N.Z.)",Sinding2020,,,
,Smith P.A. (2020),Embase,"Smith P.A., Cook C.S., Bley J.A.",Smith,All-Inside Quadrupled Semitendinosus Autograft Shows Stability Equivalent to Patellar Tendon Autograft Anterior Cruciate Ligament Reconstruction: Randomized Controlled Trial in Athletes 24 Years or Younger,All-Inside Quadrupled Semitendinosu,2020,10.1016/j.arthro.2020.01.048,Arthroscopy - Journal of Arthroscopic and Related Surgery,Smith2020,,,
,Castoldi M. (2020),Embase,"Castoldi M., Magnussen R.A., Gunst S., Batailler C., Neyret P., Lustig S., Servien E.",Castoldi,A Randomized Controlled Trial of Bone-Patellar Tendon-Bone Anterior Cruciate Ligament Reconstruction With and Without Lateral Extra-articular Tenodesis: 19-Year Clinical and Radiological Follow-up,A Randomized Controlled Trial of Bo,2020,10.1177/0363546520914936,The American journal of sports medicine,Castoldi2020,,,
,Sonnery-Cottet B. (2020),Embase,"Sonnery-Cottet B., Pioger C., Vieira T.D., Franck F., Kajetanek C., Fayard J.-M., Thaunat M., Saithna A.",Sonnery-Cottet,Combined ACL and Anterolateral Reconstruction Is Not Associated With a Higher Risk of Adverse Outcomes: Preliminary Results From the SANTI Randomized Controlled Trial,Combined ACL and Anterolateral Reco,2020,10.1177/2325967120918490,Orthopaedic Journal of Sports Medicine,Sonnery-Cottet2020,,,
,Murray M.M. (2020),Embase,"Murray M.M., Fleming B.C., Badger G.J., Freiberger C., Henderson R., Barnett S., Kiapour A., Ecklund K., Proffen B., Sant N., Kramer D.E., Micheli L.J., Yen Y.-M.",Murray,Bridge-Enhanced Anterior Cruciate Ligament Repair Is Not Inferior to Autograft Anterior Cruciate Ligament Reconstruction at 2 Years: Results of a Prospective Randomized Clinical Trial,Bridge-Enhanced Anterior Cruciate L,2020,10.1177/0363546520913532,The American journal of sports medicine,Murray2020,,,
,Sundaraj K. (2020),Embase,"Sundaraj K., Salmon L.J., Heath E.L., Winalski C.S., Colak C., Vasanji A., Roe J.P., Pinczewski L.A.",Sundaraj,"Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Randomized Controlled Trial With 13-Year Follow-up",Bioabsorbable Versus Titanium Screw,2020,10.1177/0363546520911024,The American journal of sports medicine,Sundaraj2020,,,
,Porter M. (2020),Embase,"Porter M., Shadbolt B.",Porter,Modified Iliotibial Band Tenodesis Is Indicated to Correct Intraoperative Residual Pivot Shift After Anterior Cruciate Ligament Reconstruction Using an Autologous Hamstring Tendon Graft: A Prospective Randomized Controlled Trial,Modified Iliotibial Band Tenodesis ,2020,10.1177/0363546520910148,The American journal of sports medicine,Porter2020,,,
,Lind M. (2020),Embase,"Lind M., Nielsen T.G., Soerensen O.G., Mygind-Klavsen B., FaunÃ¸ P.",Lind,Quadriceps tendon grafts does not cause patients to have inferior subjective outcome after anterior cruciate ligament (ACL) reconstruction than do hamstring grafts: a 2-year prospective randomised controlled trial,Quadriceps tendon grafts does not c,2020,10.1136/bjsports-2019-101000,British journal of sports medicine,Lind2020,,,
,Vilchez-Cavazos F. (2020),Embase,"Vilchez-Cavazos F., DÃ¡vila-MartÃ­nez A., Garza-Castro S.D.L., Simental-MendiÃ¡ M., Garay-Mendoza D., Tamez-Mata Y., PenÃ£-MartÃ­nez V., Acosta-Olivo C.",Vilchez-Cavazos,Anterior cruciate ligament injuries treated with quadriceps tendon autograft versus hamstring autograft: A randomized controlled trial,Anterior cruciate ligament injuries,2020,10.24875/CIRU.19001001,Cirugia y Cirujanos (English Edition),Vilchez-Cavazos2020,,,
,Kouloumentas P. (2019),Embase,"Kouloumentas P., Kavroudakis E., Charalampidis E., Kavroudakis D., Triantafyllopoulos G.K.",Kouloumentas,Superior knee flexor strength at 2Â years with all-inside short-graft anterior cruciate ligament reconstruction vs a conventional hamstring technique,Superior knee flexor strength at 2Â,2019,10.1007/s00167-019-05456-9,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Kouloumentas2019,,,
,Liu H. (2019),Embase,"Liu H., Lu W., Liang D., Geng H., Zhu W., Ouyang K., Li H., Peng L., Feng W., Zhong M., Chen K., Li Y., Deng Z., Wang D.",Liu,Effect of isokinetic training of thigh muscle group on graft remodeling after anterior cruciate ligament reconstruction,Effect of isokinetic training of th,2019,10.7507/1002-1892.201902059,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,Liu2019,,,
,Shumborski S. (2019),Embase,"Shumborski S., Heath E., Salmon L.J., Roe J.P., Linklater J.P., Facek M., Pinczewski L.A.",Shumborski,A Randomized Controlled Trial of PEEK Versus Titanium Interference Screws for Anterior Cruciate Ligament Reconstruction With 2-Year Follow-up,A Randomized Controlled Trial of PE,2019,10.1177/0363546519861530,The American journal of sports medicine,Shumborski2019,,,
,Mohtadi N.G. (2019),Embase,"Mohtadi N.G., Chan D.S.",Mohtadi,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at 5-Year Follow-up",A Randomized Clinical Trial Compari,2019,10.2106/JBJS.18.01322,Journal of Bone and Joint Surgery - American Volume,Mohtadi2019,,,
,Gupta P.K. (2019),Embase,"Gupta P.K., Acharya A., Mourya A., Mahajan P.",Gupta,Comparison of patellar tendon versus hamstrings autografts for anterior cruciate ligament reconstruction in Indian population: A randomised control trial study,Comparison of patellar tendon versu,2019,10.1016/j.jcot.2018.04.018,Journal of Clinical Orthopaedics and Trauma,Gupta2019,,,
,Hoogeslag R.A.G. (2019),Embase,"Hoogeslag R.A.G., Brouwer R.W., Boer B.C., de Vries A.J., Huis In 't Veld R.",Hoogeslag,Acute Anterior Cruciate Ligament Rupture: Repair or Reconstruction? Two-Year Results of a Randomized Controlled Clinical Trial,Acute Anterior Cruciate Ligament Ru,2019,10.1177/0363546519825878,The American journal of sports medicine,Hoogeslag2019,,,
,Hamrin Senorski E. (2019),Embase,"Hamrin Senorski E., Sundemo D., Svantesson E., Sernert N., Kartus J.-T., Karlsson J., Samuelsson K.",Hamrin,Preoperative and Intraoperative Predictors of Long-Term Acceptable Knee Function and Osteoarthritis After Anterior Cruciate Ligament Reconstruction: An Analysis Based on 2 Randomized Controlled Trials,Preoperative and Intraoperative Pre,2019,10.1016/j.arthro.2018.07.009,Arthroscopy - Journal of Arthroscopic and Related Surgery,Hamrin2019,,,
,Harput G. (2019),Embase,"Harput G., Ulusoy B., Yildiz T.I., Demirci S., Eraslan L., Turhan E., Tunay V.B.",Harput,Cross-education improves quadriceps strength recovery after ACL reconstruction: a randomized controlled trial,Cross-education improves quadriceps,2019,10.1007/s00167-018-5040-1,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Harput2019,,,
,Xiang X. (2019),Embase,"Xiang X., Qu Z., Sun H., Ma X., Wang W., Huang L.",Xiang,"Single-tunnel anatomic double-bundle anterior cruciate ligament reconstruction has the same effectiveness as double femoral, double tibial tunnel A prospective randomized study",Single-tunnel anatomic double-bundl,2019,10.1097/MD.0000000000014851,Medicine (United States),Xiang2019,,,
,Martin-Alguacil J.L. (2018),Embase,"Martin-Alguacil J.L., Arroyo-Morales M., MartÃ­n-Gomez J.L., Monje-Cabrera I.M., AbellÃ¡n-GuillÃ©n J.F., Esparza-Ros F., Lozano M.L., Cantarero-Villanueva I.",Martin-Alguacil,Strength recovery after anterior cruciate ligament reconstruction with quadriceps tendon versus hamstring tendon autografts in soccer players: A randomized controlled trial,Strength recovery after anterior cr,2018,10.1016/j.knee.2018.03.011,Knee,Martin-Alguacil2018,,,
,Zhang C. (2018),Embase,"Zhang C., Pan J., Chen J.-D., Zhang Y.-J., Gu P.-C., Lin X.-J., Cai Y.-Z.",Zhang,The Effect of Cartilage Fragments on Femoral Tunnel Widening After Anterior Cruciate Ligament Reconstruction: A Prospective Randomized Controlled Study,The Effect of Cartilage Fragments o,2018,10.1016/j.arthro.2018.03.011,Arthroscopy - Journal of Arthroscopic and Related Surgery,Zhang2018,,,
,Sajovic M. (2018),Embase,"Sajovic M., Stropnik D., Skaza K.",Sajovic,Long-term Comparison of Semitendinosus and Gracilis Tendon Versus Patellar Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A 17-Year Follow-up of a Randomized Controlled Trial,Long-term Comparison of Semitendino,2018,10.1177/0363546518768768,The American journal of sports medicine,Sajovic2018,,,
