id,study_id,source,authors,first_author,Title,short_title,Publication Year,DOI,Journal/Book,title_abstract_screening,full-text_screening,reason_for_exclusion
,Zhang Y. (2020),Embase,"Zhang Y., Liu S., Chen Q., Hu Y., Sun Y., Chen J.",Zhang Y.,Maturity Progression of the Entire Anterior Cruciate Ligament Graft of Insertion-Preserved Hamstring Tendons by 5 Years: A Prospective Randomized Controlled Study Based on Magnetic Resonance Imaging Evaluation,Maturity Progression of the Entire ,2020,10.1177/0363546520951507,The American journal of sports medicine,,,
,Roger J. (2020),Embase,"Roger J., Bertani A., Vigouroux F., Mottier F., Gaillard R., Have L., RongiÃ¨ras F.",Roger J.,ACL reconstruction using a quadruple semitendinosus graft with cortical fixations gives suitable isokinetic and clinical outcomes after 2Â years,ACL reconstruction using a quadrupl,2020,10.1007/s00167-020-06121-2,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,,
,Sinding K.S. (2020),Embase,"Sinding K.S., Nielsen T.G., Hvid L.G., Lind M., Dalgas U.",Sinding K.S.,Effects of Autograft Types on Muscle Strength and Functional Capacity in Patients Having Anterior Cruciate Ligament Reconstruction: A Randomized Controlled Trial,Effects of Autograft Types on Muscl,2020,10.1007/s40279-020-01276-x,"Sports medicine (Auckland, N.Z.)",,,
,Smith P.A. (2020),Embase,"Smith P.A., Cook C.S., Bley J.A.",Smith P.A.,All-Inside Quadrupled Semitendinosus Autograft Shows Stability Equivalent to Patellar Tendon Autograft Anterior Cruciate Ligament Reconstruction: Randomized Controlled Trial in Athletes 24 Years or Younger,All-Inside Quadrupled Semitendinosu,2020,10.1016/j.arthro.2020.01.048,Arthroscopy - Journal of Arthroscopic and Related Surgery,,,
,Castoldi M. (2020),Embase,"Castoldi M., Magnussen R.A., Gunst S., Batailler C., Neyret P., Lustig S., Servien E.",Castoldi M.,A Randomized Controlled Trial of Bone-Patellar Tendon-Bone Anterior Cruciate Ligament Reconstruction With and Without Lateral Extra-articular Tenodesis: 19-Year Clinical and Radiological Follow-up,A Randomized Controlled Trial of Bo,2020,10.1177/0363546520914936,The American journal of sports medicine,,,
,Sonnery-Cottet B. (2020),Embase,"Sonnery-Cottet B., Pioger C., Vieira T.D., Franck F., Kajetanek C., Fayard J.-M., Thaunat M., Saithna A.",Sonnery-Cottet B.,Combined ACL and Anterolateral Reconstruction Is Not Associated With a Higher Risk of Adverse Outcomes: Preliminary Results From the SANTI Randomized Controlled Trial,Combined ACL and Anterolateral Reco,2020,10.1177/2325967120918490,Orthopaedic Journal of Sports Medicine,,,
,Murray M.M. (2020),Embase,"Murray M.M., Fleming B.C., Badger G.J., Freiberger C., Henderson R., Barnett S., Kiapour A., Ecklund K., Proffen B., Sant N., Kramer D.E., Micheli L.J., Yen Y.-M.",Murray M.M.,Bridge-Enhanced Anterior Cruciate Ligament Repair Is Not Inferior to Autograft Anterior Cruciate Ligament Reconstruction at 2 Years: Results of a Prospective Randomized Clinical Trial,Bridge-Enhanced Anterior Cruciate L,2020,10.1177/0363546520913532,The American journal of sports medicine,,,
,Sundaraj K. (2020),Embase,"Sundaraj K., Salmon L.J., Heath E.L., Winalski C.S., Colak C., Vasanji A., Roe J.P., Pinczewski L.A.",Sundaraj K.,"Bioabsorbable Versus Titanium Screws in Anterior Cruciate Ligament Reconstruction Using Hamstring Autograft: A Prospective, Randomized Controlled Trial With 13-Year Follow-up",Bioabsorbable Versus Titanium Screw,2020,10.1177/0363546520911024,The American journal of sports medicine,,,
,Porter M. (2020),Embase,"Porter M., Shadbolt B.",Porter M.,Modified Iliotibial Band Tenodesis Is Indicated to Correct Intraoperative Residual Pivot Shift After Anterior Cruciate Ligament Reconstruction Using an Autologous Hamstring Tendon Graft: A Prospective Randomized Controlled Trial,Modified Iliotibial Band Tenodesis ,2020,10.1177/0363546520910148,The American journal of sports medicine,,,
,Lind M. (2020),Embase,"Lind M., Nielsen T.G., Soerensen O.G., Mygind-Klavsen B., FaunÃ¸ P.",Lind M.,Quadriceps tendon grafts does not cause patients to have inferior subjective outcome after anterior cruciate ligament (ACL) reconstruction than do hamstring grafts: a 2-year prospective randomised controlled trial,Quadriceps tendon grafts does not c,2020,10.1136/bjsports-2019-101000,British journal of sports medicine,,,
,Vilchez-Cavazos F. (2020),Embase,"Vilchez-Cavazos F., DÃ¡vila-MartÃ­nez A., Garza-Castro S.D.L., Simental-MendiÃ¡ M., Garay-Mendoza D., Tamez-Mata Y., PenÃ£-MartÃ­nez V., Acosta-Olivo C.",Vilchez-Cavazos F.,Anterior cruciate ligament injuries treated with quadriceps tendon autograft versus hamstring autograft: A randomized controlled trial,Anterior cruciate ligament injuries,2020,10.24875/CIRU.19001001,Cirugia y Cirujanos (English Edition),,,
,Kouloumentas P. (2019),Embase,"Kouloumentas P., Kavroudakis E., Charalampidis E., Kavroudakis D., Triantafyllopoulos G.K.",Kouloumentas P.,Superior knee flexor strength at 2Â years with all-inside short-graft anterior cruciate ligament reconstruction vs a conventional hamstring technique,Superior knee flexor strength at 2Â,2019,10.1007/s00167-019-05456-9,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,,
,Liu H. (2019),Embase,"Liu H., Lu W., Liang D., Geng H., Zhu W., Ouyang K., Li H., Peng L., Feng W., Zhong M., Chen K., Li Y., Deng Z., Wang D.",Liu H.,Effect of isokinetic training of thigh muscle group on graft remodeling after anterior cruciate ligament reconstruction,Effect of isokinetic training of th,2019,10.7507/1002-1892.201902059,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery,,,
,Shumborski S. (2019),Embase,"Shumborski S., Heath E., Salmon L.J., Roe J.P., Linklater J.P., Facek M., Pinczewski L.A.",Shumborski S.,A Randomized Controlled Trial of PEEK Versus Titanium Interference Screws for Anterior Cruciate Ligament Reconstruction With 2-Year Follow-up,A Randomized Controlled Trial of PE,2019,10.1177/0363546519861530,The American journal of sports medicine,,,
,Mohtadi N.G. (2019),Embase,"Mohtadi N.G., Chan D.S.",Mohtadi N.G.,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at 5-Year Follow-up",A Randomized Clinical Trial Compari,2019,10.2106/JBJS.18.01322,Journal of Bone and Joint Surgery - American Volume,,,
,Gupta P.K. (2019),Embase,"Gupta P.K., Acharya A., Mourya A., Mahajan P.",Gupta P.K.,Comparison of patellar tendon versus hamstrings autografts for anterior cruciate ligament reconstruction in Indian population: A randomised control trial study,Comparison of patellar tendon versu,2019,10.1016/j.jcot.2018.04.018,Journal of Clinical Orthopaedics and Trauma,,,
,Hoogeslag R.A.G. (2019),Embase,"Hoogeslag R.A.G., Brouwer R.W., Boer B.C., de Vries A.J., Huis In 't Veld R.",Hoogeslag R.A.G.,Acute Anterior Cruciate Ligament Rupture: Repair or Reconstruction? Two-Year Results of a Randomized Controlled Clinical Trial,Acute Anterior Cruciate Ligament Ru,2019,10.1177/0363546519825878,The American journal of sports medicine,,,
,Hamrin Senorski E. (2019),Embase,"Hamrin Senorski E., Sundemo D., Svantesson E., Sernert N., Kartus J.-T., Karlsson J., Samuelsson K.",Hamrin Senorski E.,Preoperative and Intraoperative Predictors of Long-Term Acceptable Knee Function and Osteoarthritis After Anterior Cruciate Ligament Reconstruction: An Analysis Based on 2 Randomized Controlled Trials,Preoperative and Intraoperative Pre,2019,10.1016/j.arthro.2018.07.009,Arthroscopy - Journal of Arthroscopic and Related Surgery,,,
,Harput G. (2019),Embase,"Harput G., Ulusoy B., Yildiz T.I., Demirci S., Eraslan L., Turhan E., Tunay V.B.",Harput G.,Cross-education improves quadriceps strength recovery after ACL reconstruction: a randomized controlled trial,Cross-education improves quadriceps,2019,10.1007/s00167-018-5040-1,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,,
,Xiang X. (2019),Embase,"Xiang X., Qu Z., Sun H., Ma X., Wang W., Huang L.",Xiang X.,"Single-tunnel anatomic double-bundle anterior cruciate ligament reconstruction has the same effectiveness as double femoral, double tibial tunnel A prospective randomized study",Single-tunnel anatomic double-bundl,2019,10.1097/MD.0000000000014851,Medicine (United States),,,
,Martin-Alguacil J.L. (2018),Embase,"Martin-Alguacil J.L., Arroyo-Morales M., MartÃ­n-Gomez J.L., Monje-Cabrera I.M., AbellÃ¡n-GuillÃ©n J.F., Esparza-Ros F., Lozano M.L., Cantarero-Villanueva I.",Martin-Alguacil J.L.,Strength recovery after anterior cruciate ligament reconstruction with quadriceps tendon versus hamstring tendon autografts in soccer players: A randomized controlled trial,Strength recovery after anterior cr,2018,10.1016/j.knee.2018.03.011,Knee,,,
,Zhang C. (2018),Embase,"Zhang C., Pan J., Chen J.-D., Zhang Y.-J., Gu P.-C., Lin X.-J., Cai Y.-Z.",Zhang C.,The Effect of Cartilage Fragments on Femoral Tunnel Widening After Anterior Cruciate Ligament Reconstruction: A Prospective Randomized Controlled Study,The Effect of Cartilage Fragments o,2018,10.1016/j.arthro.2018.03.011,Arthroscopy - Journal of Arthroscopic and Related Surgery,,,
,Sajovic M. (2018),Embase,"Sajovic M., Stropnik D., Skaza K.",Sajovic M.,Long-term Comparison of Semitendinosus and Gracilis Tendon Versus Patellar Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A 17-Year Follow-up of a Randomized Controlled Trial,Long-term Comparison of Semitendino,2018,10.1177/0363546518768768,The American journal of sports medicine,,,
,Boer B.C. (2018),Embase,"Boer B.C., Hoogeslag R.A.G., Brouwer R.W., Demmer A., Huis In't Veld R.M.H.A.",Boer B.C.,Self-reported functional recovery after reconstruction versus repair in acute anterior cruciate ligament rupture (ROTOR): A randomized controlled clinical trial,Self-reported functional recovery a,2018,10.1186/s12891-018-2028-4,BMC Musculoskeletal Disorders,,,
,Liu S. (2018),Embase,"Liu S., Li H., Tao H., Sun Y., Chen S., Chen J.",Liu S.,A Randomized Clinical Trial to Evaluate Attached Hamstring Anterior Cruciate Ligament Graft Maturity With Magnetic Resonance Imaging,A Randomized Clinical Trial to Eval,2018,10.1177/0363546517752918,The American journal of sports medicine,,,
,StaÅ„czak K. (2018),Embase,"StaÅ„czak K., ZieliÅ„ska M., Synder M., DomÅ¼alski M., Polguj M., SibiÅ„ski M.",StaÅ„czak K.,Comparison of hamstring and patellar tendon grafts in anterior cruciate ligament reconstruction: A prospective randomized study,Comparison of hamstring and patella,2018,10.1177/0300060517722696,Journal of International Medical Research,,,
,Schliemann B. (2018),Embase,"Schliemann B., Glasbrenner J., Rosenbaum D., Lammers K., Herbort M., Domnick C., Raschke M.J., KÃ¶sters C.",Schliemann B.,Changes in gait pattern and early functional results after ACL repair are comparable to those of ACL reconstruction,Changes in gait pattern and early f,2018,10.1007/s00167-017-4618-3,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,,
,Bi M. (2018),Embase,"Bi M., Zhao C., Zhang S., Yao B., Hong Z., Bi Q.",Bi M.,All-Inside Single-Bundle Reconstruction of the Anterior Cruciate Ligament with the Anterior Half of the Peroneus Longus Tendon Compared to the Semitendinosus Tendon: A Two-Year Follow-Up Study,All-Inside Single-Bundle Reconstruc,2018,10.1055/s-0038-1627466,Journal of Knee Surgery,,,
,Gupta R. (2017),Embase,"Gupta R., Bahadur R., Malhotra A., Masih G.D., Sood M., Gupta P., Mathur V.K.",Gupta R.,Outcome of Hamstring Autograft With Preserved Insertions Compared With Free Hamstring Autograft in Anterior Cruciate Ligament Surgery at 2-Year Follow-up,Outcome of Hamstring Autograft With,2017,10.1016/j.arthro.2017.06.040,Arthroscopy - Journal of Arthroscopic and Related Surgery,,,
,Beyaz S. (2017),Embase,"Beyaz S., GÃ¼ler Ãœ.Ã–., Demir Åž., YÃ¼ksel S., Ã‡Ä±nar B.M., Ã–zkoÃ§ G., AkpÄ±nar S.",Beyaz S.,Tunnel widening after single- versus double-bundle anterior cruciate ligament reconstruction: a randomized 8-year follow-up study,Tunnel widening after single- versu,2017,10.1007/s00402-017-2774-z,Archives of Orthopaedic and Trauma Surgery,,,
,Sadeghpour A. (2017),Embase,"Sadeghpour A., Ebrahimpour A., Attar B., Azizian Z.",Sadeghpour A.,Comparison of patellar versus hamstring tendon autografts in arthroscopic anterior cruciate ligament reconstruction: A 6-month follow-up of a randomized clinical trial,Comparison of patellar versus hamst,2017,10.4103/jrms.JRMS_939_16,Journal of Research in Medical Sciences,,,
,Ã‡elik D. (2017),Embase,"Ã‡elik D., Turkel N.",Ã‡elik D.,The effectiveness of Pilates for partial anterior cruciate ligament injury,The effectiveness of Pilates for pa,2017,10.1007/s00167-015-3718-1,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,,
,Carulli C. (2017),Embase,"Carulli C., Matassi F., Soderi S., Sirleo L., Munz G., Innocenti M.",Carulli C.,Resorbable screw and sheath versus resorbable interference screw and staples for ACL reconstruction: a comparison of two tibial fixation methods,Resorbable screw and sheath versus ,2017,10.1007/s00167-016-4135-9,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,,
,Liu X. (2017),Embase,"Liu X., Feng H., Hong L., Zhang H.",Liu X.,A prospective randomized control trial of arthroscopic surgery for stable ramp lesion of the medial meniscus,A prospective randomized control tr,2017,10.3760/cma.j.issn.0529-5815.2017.03.001,Zhonghua wai ke za zhi [Chinese journal of surgery],,,
,Rose M.B. (2016),Embase,"Rose M.B., Domes C., Farooqi M., Crawford D.C.",Rose M.B.,A prospective randomized comparison of two distinct allogenic tissue constructs for anterior cruciate ligament reconstruction,A prospective randomized comparison,2016,10.1016/j.knee.2016.08.011,Knee,,,
,Balki S. (2016),Embase,"Balki S., GÃ¶ktaÅŸ H.E., Ã–ztemur Z.",Balki S.,"Kinesio taping as a treatment method in the acute phase of ACL reconstruction: A double-blind, placebo-controlled study",Kinesio taping as a treatment metho,2016,10.1016/j.aott.2016.03.005,Acta orthopaedica et traumatologica turcica,,,
,BjÃ¶rnsson H. (2016),Embase,"BjÃ¶rnsson H., Samuelsson K., Sundemo D., Desai N., Sernert N., RostgÃ¥rd-Christensen L., Karlsson J., Kartus J.",BjÃ¶rnsson H.,A Randomized Controlled Trial With Mean 16-Year Follow-up Comparing Hamstring and Patellar Tendon Autografts in Anterior Cruciate Ligament Reconstruction,A Randomized Controlled Trial With ,2016,10.1177/0363546516646378,The American journal of sports medicine,,,
,Liu Y. (2016),Embase,"Liu Y., Cui G., Yan H., Yang Y., Ao Y.",Liu Y.,"Comparison Between Single- and Double-Bundle Anterior Cruciate Ligament Reconstruction With 6- to 8-Stranded Hamstring Autograft: A Prospective, Randomized Clinical Trial",Comparison Between Single- and Doub,2016,10.1177/0363546516650876,The American journal of sports medicine,,,
,Ruffilli A. (2016),Embase,"Ruffilli A., Pagliazzi G., Ferranti E., Busacca M., Capannelli D., Buda R.",Ruffilli A.,Hamstring graft tibial insertion preservation versus detachment in anterior cruciate ligament reconstruction: a prospective randomized comparative study,Hamstring graft tibial insertion pr,2016,10.1007/s00590-016-1812-9,European Journal of Orthopaedic Surgery and Traumatology,,,
,Akelman M.R. (2016),Embase,"Akelman M.R., Fadale P.D., Hulstyn M.J., Shalvoy R.M., Garcia A., Chin K.E., Duryea J., Badger G.J., Tung G.A., Fleming B.C.",Akelman M.R.,Effect of Matching or Overconstraining Knee Laxity During Anterior Cruciate Ligament Reconstruction on Knee Osteoarthritis and Clinical Outcomes: A Randomized Controlled Trial With 84-Month Follow-up,Effect of Matching or Overconstrain,2016,10.1177/0363546516638387,The American journal of sports medicine,,,
,Grunau P.D. (2016),Embase,"Grunau P.D., Arneja S., Leith J.M.",Grunau P.D.,A Randomized Clinical Trial to Assess the Clinical Effectiveness of a Measured Objective Tensioning Device in Hamstring Anterior Cruciate Ligament Reconstruction,A Randomized Clinical Trial to Asse,2016,10.1177/0363546516634021,The American journal of sports medicine,,,
